timestamp,memory_usage_gb,unit
4/2/2024 10:59,0.013,GB
4/2/2024 10:59,0.013,GB
4/2/2024 10:59,0.013,GB
4/2/2024 10:59,0.013,GB
4/2/2024 10:59,0.013,GB
4/2/2024 10:59,0.013,GB
4/2/2024 10:59,0.013,GB
4/2/2024 10:59,0.013,GB
4/2/2024 10:59,0.013,GB
4/2/2024 10:59,0.013,GB
4/2/2024 10:59,0.013,GB
4/2/2024 10:59,0.013,GB
4/2/2024 10:59,0.013,GB
4/2/2024 10:59,0.07,GB
4/2/2024 10:59,0.14,GB
4/2/2024 10:59,0.639,GB
4/2/2024 10:59,1.187,GB
4/2/2024 10:59,1.807,GB
4/2/2024 10:59,1.812,GB
4/2/2024 10:59,1.819,GB
4/2/2024 10:59,1.824,GB
4/2/2024 10:59,1.831,GB
4/2/2024 10:59,1.848,GB
4/2/2024 10:59,1.85,GB
4/2/2024 10:59,1.85,GB
4/2/2024 10:59,1.851,GB
4/2/2024 10:59,1.835,GB
4/2/2024 10:59,1.835,GB
4/2/2024 10:59,1.839,GB
4/2/2024 10:59,1.844,GB
4/2/2024 10:59,1.849,GB
4/2/2024 10:59,1.854,GB
4/2/2024 10:59,1.858,GB
4/2/2024 10:59,1.88,GB
4/2/2024 10:59,1.881,GB
4/2/2024 10:59,1.883,GB
4/2/2024 10:59,1.883,GB
4/2/2024 10:59,1.885,GB
4/2/2024 10:59,1.849,GB
4/2/2024 10:59,1.85,GB
4/2/2024 10:59,1.855,GB
4/2/2024 10:59,1.873,GB
4/2/2024 10:59,1.875,GB
4/2/2024 10:59,1.892,GB
4/2/2024 10:59,1.893,GB
4/2/2024 10:59,1.895,GB
4/2/2024 10:59,1.89,GB
4/2/2024 10:59,1.914,GB
4/2/2024 10:59,1.94,GB
4/2/2024 10:59,1.966,GB
4/2/2024 10:59,2.02,GB
4/2/2024 10:59,2.073,GB
4/2/2024 10:59,2.075,GB
4/2/2024 11:00,2.077,GB
4/2/2024 11:00,2.079,GB
4/2/2024 11:00,2.081,GB
4/2/2024 11:00,2.083,GB
4/2/2024 11:00,2.085,GB
4/2/2024 11:00,2.086,GB
4/2/2024 11:00,2.087,GB
4/2/2024 11:00,2.088,GB
4/2/2024 11:00,2.09,GB
4/2/2024 11:00,2.092,GB
4/2/2024 11:00,2.093,GB
4/2/2024 11:00,2.094,GB
4/2/2024 11:00,2.096,GB
4/2/2024 11:00,1.943,GB
4/2/2024 11:00,1.943,GB
4/2/2024 11:00,1.943,GB
4/2/2024 11:00,1.943,GB
4/2/2024 11:00,1.944,GB
4/2/2024 11:00,1.944,GB
4/2/2024 11:00,1.944,GB
4/2/2024 11:00,1.968,GB
4/2/2024 11:00,1.969,GB
4/2/2024 11:00,1.97,GB
4/2/2024 11:00,1.972,GB
4/2/2024 11:00,1.972,GB
4/2/2024 11:00,1.976,GB
4/2/2024 11:00,1.979,GB
4/2/2024 11:00,1.997,GB
4/2/2024 11:00,2.035,GB
4/2/2024 11:00,2.072,GB
4/2/2024 11:00,2.113,GB
4/2/2024 11:00,2.153,GB
4/2/2024 11:00,2.192,GB
4/2/2024 11:00,2.221,GB
4/2/2024 11:00,2.243,GB
4/2/2024 11:00,2.273,GB
4/2/2024 11:00,2.314,GB
4/2/2024 11:00,2.351,GB
4/2/2024 11:00,2.373,GB
4/2/2024 11:00,2.397,GB
4/2/2024 11:00,2.435,GB
4/2/2024 11:00,2.477,GB
4/2/2024 11:00,2.51,GB
4/2/2024 11:00,2.55,GB
4/2/2024 11:00,2.59,GB
4/2/2024 11:00,2.63,GB
4/2/2024 11:00,2.67,GB
4/2/2024 11:00,2.708,GB
4/2/2024 11:00,2.748,GB
4/2/2024 11:00,2.787,GB
4/2/2024 11:00,2.826,GB
4/2/2024 11:00,2.866,GB
4/2/2024 11:00,2.906,GB
4/2/2024 11:00,2.945,GB
4/2/2024 11:00,2.985,GB
4/2/2024 11:01,3.026,GB
4/2/2024 11:01,3.047,GB
4/2/2024 11:01,3.071,GB
4/2/2024 11:01,3.111,GB
4/2/2024 11:01,3.151,GB
4/2/2024 11:01,3.191,GB
4/2/2024 11:01,3.231,GB
4/2/2024 11:01,3.272,GB
4/2/2024 11:01,3.296,GB
4/2/2024 11:01,3.32,GB
4/2/2024 11:01,3.359,GB
4/2/2024 11:01,3.4,GB
4/2/2024 11:01,3.441,GB
4/2/2024 11:01,3.482,GB
4/2/2024 11:01,3.521,GB
4/2/2024 11:01,3.547,GB
4/2/2024 11:01,3.567,GB
4/2/2024 11:01,3.589,GB
4/2/2024 11:01,3.611,GB
4/2/2024 11:01,3.631,GB
4/2/2024 11:01,3.702,GB
4/2/2024 11:01,3.673,GB
4/2/2024 11:01,3.693,GB
4/2/2024 11:01,3.731,GB
4/2/2024 11:01,3.769,GB
4/2/2024 11:01,3.807,GB
4/2/2024 11:01,3.848,GB
4/2/2024 11:01,3.887,GB
4/2/2024 11:01,3.926,GB
4/2/2024 11:01,3.965,GB
4/2/2024 11:01,4.004,GB
4/2/2024 11:01,4.041,GB
4/2/2024 11:01,4.081,GB
4/2/2024 11:01,4.108,GB
4/2/2024 11:01,4.128,GB
4/2/2024 11:01,4.16,GB
4/2/2024 11:01,4.188,GB
