timestamp,memory_usage_gb,unit
01.04.24 21:33,0.045,GB
01.04.24 21:33,0.045,GB
01.04.24 21:33,0.046,GB
01.04.24 21:33,0.046,GB
01.04.24 21:33,0.047,GB
01.04.24 21:33,0.047,GB
01.04.24 21:33,0.183,GB
01.04.24 21:33,0.805,GB
01.04.24 21:33,1.6,GB
01.04.24 21:33,2.148,GB
01.04.24 21:33,2.192,GB
01.04.24 21:33,2.205,GB
01.04.24 21:33,2.215,GB
01.04.24 21:33,2.241,GB
01.04.24 21:33,2.236,GB
01.04.24 21:33,2.26,GB
01.04.24 21:33,2.271,GB
01.04.24 21:33,2.292,GB
01.04.24 21:34,2.33,GB
01.04.24 21:34,2.429,GB
01.04.24 21:34,2.434,GB
01.04.24 21:34,2.439,GB
01.04.24 21:34,2.444,GB
01.04.24 21:34,2.449,GB
01.04.24 21:34,2.39,GB
01.04.24 21:34,2.392,GB
01.04.24 21:34,2.392,GB
01.04.24 21:34,2.418,GB
01.04.24 21:34,2.42,GB
01.04.24 21:34,2.422,GB
01.04.24 21:34,2.424,GB
01.04.24 21:34,2.426,GB
01.04.24 21:34,2.427,GB
01.04.24 21:34,2.428,GB
01.04.24 21:34,2.432,GB
01.04.24 21:34,2.435,GB
01.04.24 21:34,2.442,GB
01.04.24 21:34,2.446,GB
01.04.24 21:34,2.467,GB
01.04.24 21:34,2.5,GB
01.04.24 21:34,2.552,GB
01.04.24 21:34,2.613,GB
01.04.24 21:34,2.666,GB
01.04.24 21:34,2.709,GB
01.04.24 21:34,2.753,GB
01.04.24 21:34,2.809,GB
01.04.24 21:34,2.871,GB
01.04.24 21:34,2.923,GB
01.04.24 21:34,2.988,GB
01.04.24 21:34,3.036,GB
01.04.24 21:34,3.083,GB
01.04.24 21:34,3.143,GB
01.04.24 21:34,3.186,GB
01.04.24 21:34,3.252,GB
01.04.24 21:34,3.29,GB
01.04.24 21:34,3.357,GB
01.04.24 21:34,3.403,GB
01.04.24 21:34,3.461,GB
01.04.24 21:34,3.528,GB
01.04.24 21:34,3.573,GB
01.04.24 21:34,3.621,GB
01.04.24 21:34,3.691,GB
01.04.24 21:34,3.754,GB
01.04.24 21:34,3.808,GB
01.04.24 21:34,3.86,GB
01.04.24 21:34,3.914,GB
01.04.24 21:34,3.957,GB
01.04.24 21:34,4.002,GB
01.04.24 21:34,4.053,GB
01.04.24 21:34,4.113,GB
01.04.24 21:34,4.181,GB
01.04.24 21:34,4.236,GB
01.04.24 21:34,4.287,GB
01.04.24 21:34,4.349,GB
01.04.24 21:34,4.401,GB
01.04.24 21:34,4.448,GB
01.04.24 21:35,4.509,GB
01.04.24 21:35,4.56,GB
01.04.24 21:35,4.608,GB
01.04.24 21:35,4.657,GB
01.04.24 21:35,4.709,GB
01.04.24 21:35,4.759,GB
01.04.24 21:35,4.813,GB
01.04.24 21:35,4.867,GB
01.04.24 21:35,4.92,GB
01.04.24 21:35,4.964,GB
01.04.24 21:35,5.031,GB
01.04.24 21:35,5.086,GB
01.04.24 21:35,5.136,GB
01.04.24 21:35,5.184,GB
01.04.24 21:35,5.23,GB
01.04.24 21:35,5.278,GB
01.04.24 21:35,5.317,GB
01.04.24 21:35,5.368,GB
01.04.24 21:35,5.417,GB
01.04.24 21:35,5.466,GB
01.04.24 21:35,5.513,GB
01.04.24 21:35,5.566,GB
01.04.24 21:35,5.618,GB
01.04.24 21:35,5.676,GB
01.04.24 21:35,5.739,GB
01.04.24 21:35,5.796,GB
01.04.24 21:35,5.84,GB
01.04.24 21:35,5.896,GB
01.04.24 21:35,5.953,GB
01.04.24 21:35,6.005,GB
01.04.24 21:35,6.065,GB
01.04.24 21:35,6.106,GB
01.04.24 21:35,6.151,GB
01.04.24 21:35,6.193,GB
01.04.24 21:35,6.24,GB
01.04.24 21:35,6.273,GB
01.04.24 21:35,6.317,GB
01.04.24 21:35,6.367,GB
01.04.24 21:35,6.409,GB
01.04.24 21:35,6.451,GB
01.04.24 21:35,6.49,GB
01.04.24 21:35,6.528,GB
01.04.24 21:35,6.57,GB
01.04.24 21:35,6.615,GB
01.04.24 21:35,6.668,GB
01.04.24 21:35,6.721,GB
01.04.24 21:35,6.773,GB
01.04.24 21:35,6.815,GB
01.04.24 21:35,6.854,GB
01.04.24 21:35,6.895,GB
01.04.24 21:35,6.934,GB
01.04.24 21:35,7.03,GB
01.04.24 21:35,7.046,GB
01.04.24 21:35,7.046,GB
01.04.24 21:35,7.046,GB
01.04.24 21:35,7.046,GB
01.04.24 21:35,7.047,GB
01.04.24 21:35,7.047,GB
01.04.24 21:35,7.047,GB
01.04.24 21:36,7.047,GB
01.04.24 21:36,7.047,GB
01.04.24 21:36,7.047,GB
01.04.24 21:36,7.047,GB
01.04.24 21:36,7.047,GB
01.04.24 21:36,7.047,GB
01.04.24 21:36,7.047,GB
01.04.24 21:36,7.048,GB
01.04.24 21:36,7.049,GB
01.04.24 21:36,7.101,GB
01.04.24 21:36,7.201,GB
01.04.24 21:36,7.351,GB
01.04.24 21:36,7.447,GB
01.04.24 21:36,7.458,GB
01.04.24 21:36,7.538,GB
01.04.24 21:36,7.538,GB
01.04.24 21:36,7.55,GB
01.04.24 21:36,7.606,GB
01.04.24 21:36,7.97,GB
01.04.24 21:36,8.165,GB
01.04.24 21:36,8.411,GB
01.04.24 21:36,8.423,GB
01.04.24 21:36,8.424,GB
01.04.24 21:36,8.428,GB
01.04.24 21:36,8.519,GB
01.04.24 21:36,8.891,GB
01.04.24 21:36,9.021,GB
01.04.24 21:36,9.174,GB
01.04.24 21:36,9.16,GB
01.04.24 21:36,9.165,GB
01.04.24 21:36,9.224,GB
01.04.24 21:36,9.234,GB
01.04.24 21:36,9.275,GB
01.04.24 21:36,9.368,GB
01.04.24 21:36,9.462,GB
01.04.24 21:36,9.559,GB
01.04.24 21:36,9.658,GB
01.04.24 21:36,9.756,GB
01.04.24 21:36,9.837,GB
01.04.24 21:36,9.947,GB
01.04.24 21:36,9.966,GB
01.04.24 21:36,9.683,GB
01.04.24 21:36,9.45,GB
01.04.24 21:36,9.263,GB
01.04.24 21:36,9.238,GB
01.04.24 21:36,9.386,GB
01.04.24 21:36,9.209,GB
01.04.24 21:36,8.993,GB
01.04.24 21:36,8.885,GB
01.04.24 21:36,8.86,GB
01.04.24 21:36,8.786,GB
01.04.24 21:36,8.773,GB
01.04.24 21:36,8.741,GB
01.04.24 21:36,8.457,GB
01.04.24 21:36,8.359,GB
01.04.24 21:36,8.362,GB
01.04.24 21:36,8.385,GB
01.04.24 21:36,8.395,GB
01.04.24 21:37,8.492,GB
01.04.24 21:37,8.598,GB
01.04.24 21:37,8.72,GB
01.04.24 21:37,8.84,GB
01.04.24 21:37,8.703,GB
01.04.24 21:37,8.375,GB
01.04.24 21:37,7.831,GB
01.04.24 21:37,7.524,GB
01.04.24 21:37,7.897,GB
01.04.24 21:37,7.734,GB
01.04.24 21:37,8.148,GB
01.04.24 21:37,8.044,GB
01.04.24 21:37,7.702,GB
01.04.24 21:37,7.456,GB
01.04.24 21:37,7.796,GB
01.04.24 21:37,7.825,GB
01.04.24 21:37,8.22,GB
01.04.24 21:37,8.188,GB
01.04.24 21:37,7.717,GB
01.04.24 21:37,7.607,GB
01.04.24 21:37,7.292,GB
01.04.24 21:37,6.853,GB
01.04.24 21:37,6.544,GB
01.04.24 21:37,6.582,GB
01.04.24 21:37,6.722,GB
01.04.24 21:37,6.48,GB
01.04.24 21:37,6.235,GB
01.04.24 21:37,6.026,GB
01.04.24 21:37,5.943,GB
01.04.24 21:37,6.068,GB
01.04.24 21:37,6.052,GB
01.04.24 21:37,6.031,GB
01.04.24 21:37,5.99,GB
01.04.24 21:37,6.039,GB
01.04.24 21:37,5.965,GB
01.04.24 21:37,5.983,GB
01.04.24 21:37,6,GB
01.04.24 21:37,5.971,GB
01.04.24 21:37,5.565,GB
01.04.24 21:37,5.312,GB
01.04.24 21:37,5.432,GB
01.04.24 21:37,5.547,GB
01.04.24 21:37,5.49,GB
01.04.24 21:37,5.145,GB
01.04.24 21:37,5.076,GB
01.04.24 21:37,5.116,GB
01.04.24 21:37,5.046,GB
01.04.24 21:37,5.042,GB
01.04.24 21:37,5.041,GB
01.04.24 21:37,5.094,GB
01.04.24 21:37,5.448,GB
