id_scenario,id_region,id_sector,year,wall,window,roof,basement,average
1.0,9.0,3.0,2010.0,0.01095770449051716,0.018849491263535297,0.018909243001077856,0.003896806771482168,0.01227038960766774
1.0,9.0,3.0,2011.0,0.013712579641955203,0.018226588143336456,0.016688140769846004,0.006180183190281126,0.013219546339003903
1.0,9.0,3.0,2012.0,0.012583879023702515,0.018963067473084263,0.019469516940426597,0.00468118877882771,0.01326836584450841
1.0,9.0,3.0,2013.0,0.012329515420027352,0.020860207989681353,0.020449630446655053,0.0045035176528347,0.01357093047229766
1.0,9.0,3.0,2014.0,0.014041097077612313,0.02041088712230176,0.019119176139605926,0.005295713792163206,0.01402480216333928
1.0,9.0,3.0,2015.0,0.014065612058492586,0.02071267686227452,0.022431012710377906,0.004621226053531513,0.014833951292219804
1.0,9.0,3.0,2016.0,0.013299840254052255,0.021856831790084266,0.017973218337881992,0.00610309932894425,0.013723264942992622
1.0,9.0,3.0,2017.0,0.012904489569111327,0.020171043960763066,0.019202899360727187,0.004734797899050929,0.013443005121898532
1.0,9.0,3.0,2018.0,0.01367701745401644,0.020605854233589977,0.021645591978932663,0.005986855011384328,0.014763076269349217
1.0,9.0,3.0,2019.0,0.014640898261746632,0.022980803243238503,0.019914612212343804,0.0049165053958482256,0.014631519257091477
1.0,9.0,3.0,2020.0,0.014323397514688675,0.02100879092113815,0.02270147873558672,0.006050763249891231,0.01536823978221717
1.0,9.0,3.0,2021.0,0.013976158650317056,0.021494309826391316,0.020368225137248307,0.0054108991174118895,0.0144725611799363
1.0,9.0,3.0,2022.0,0.014852599537266128,0.022550590928008925,0.022930466322881978,0.006929381506804536,0.01598488131539925
1.0,9.0,3.0,2023.0,0.014951378692245713,0.023271406828758254,0.023195006137909202,0.006740237600547829,0.016119834458227105
1.0,9.0,3.0,2024.0,0.013901432382546344,0.022640739531289294,0.022457119815709043,0.006914162642302198,0.015476490466962613
1.0,9.0,3.0,2025.0,0.015389896522325476,0.02376312555951804,0.022467371543575046,0.00795101594656232,0.01641423760919716
1.0,9.0,3.0,2026.0,0.015402230573661677,0.023714000106134666,0.021496746264549716,0.007133546599394356,0.015954956910951414
1.0,9.0,3.0,2027.0,0.015042209929693046,0.023981569184152268,0.021092877870418355,0.006649303918331436,0.015610570903384293
1.0,9.0,3.0,2028.0,0.015750356642047037,0.024527591226265723,0.023380821101404752,0.007073292166644099,0.016681112973904205
1.0,9.0,3.0,2029.0,0.016335694219383495,0.023193340170149093,0.022988232306341116,0.006539723892920257,0.016562519844213988
1.0,9.0,3.0,2030.0,0.017923149522245784,0.026470465176251446,0.022341738198784693,0.008074255340644055,0.017664367098768792
1.0,9.0,3.0,2031.0,0.0181976595829726,0.02345583219224572,0.02159838385644218,0.008094402177425233,0.01729934871110277
1.0,9.0,3.0,2032.0,0.01702004040559316,0.023558812465592577,0.024587848088229117,0.0078889684464302,0.017627369491523694
1.0,9.0,3.0,2033.0,0.016454713147782758,0.023641836610598252,0.02220488642652442,0.008651567336990747,0.016916879241001655
1.0,9.0,3.0,2034.0,0.02011544707274692,0.024756063982826357,0.025777379531667578,0.008170416534602553,0.01937108665937865
1.0,9.0,3.0,2035.0,0.017227122367261077,0.024963286016042963,0.0222307338322273,0.008674593916823955,0.017357306762241453
1.0,9.0,3.0,2036.0,0.016343273455423267,0.024232570977779137,0.02347240685915464,0.00829448723156553,0.0171982467539928
1.0,9.0,3.0,2037.0,0.018252740597932245,0.02316924969043939,0.02124291639715701,0.00923630270339732,0.01745869492429779
1.0,9.0,3.0,2038.0,0.019090422768995453,0.02457082085737538,0.024474853765394138,0.008979220376760268,0.01876572272572719
1.0,9.0,3.0,2039.0,0.019355029743925157,0.023692065647307473,0.022610888944691987,0.008984509014834122,0.01827178378375334
1.0,9.0,3.0,2040.0,0.018774842790012354,0.02419376607066042,0.021938379169995026,0.008648486805776824,0.017819274195291657
1.0,9.0,3.0,2041.0,0.01906959790750682,0.022594847821589964,0.02133831209623008,0.009361681906530596,0.017789289692392286
1.0,9.0,3.0,2042.0,0.016641025664147862,0.02506156509185393,0.021519487614034338,0.013215288671148911,0.017976924050219865
1.0,9.0,3.0,2043.0,0.017243960437390612,0.023246763173973617,0.022370076431515732,0.011301635165452873,0.01785279034949244
1.0,9.0,3.0,2044.0,0.017864089048604363,0.02440591782230977,0.022945223247783607,0.011627691333125984,0.01844119973944801
1.0,9.0,3.0,2045.0,0.01722273680932471,0.02395035663231123,0.021138653935979305,0.01115694427534729,0.017529547106041977
1.0,9.0,3.0,2046.0,0.017735548394678283,0.022517141431399147,0.022642488963339754,0.01216726655599394,0.018259130304310974
1.0,9.0,3.0,2047.0,0.01761270311384023,0.02359928808337415,0.021010681521367168,0.013494389646042819,0.018155717617612425
1.0,9.0,3.0,2048.0,0.019313254953910352,0.022835568865919715,0.0222730085023121,0.012187501218818156,0.01882007084047248
1.0,9.0,3.0,2049.0,0.019156799652229217,0.02337998008211456,0.02115636907376922,0.013650199085481332,0.018830247198598087
1.0,9.0,3.0,2050.0,0.018348076451933745,0.022438478285143438,0.02021658334092628,0.011426844324444805,0.017647511156518074
1.0,9.0,6.0,2010.0,0.00825394310100105,0.011794116040722755,0.012499211887964067,0.003677547846820839,0.0087086630174642
1.0,9.0,6.0,2011.0,0.009445494948314377,0.013576648532584553,0.014184048405958261,0.004446679028700604,0.009994366077527815
1.0,9.0,6.0,2012.0,0.010337850127838638,0.01461373562536526,0.015161870783881856,0.0048046330448619804,0.010800765677223503
1.0,9.0,6.0,2013.0,0.011027343387476934,0.015676495606376642,0.015944594680504926,0.005017320257939096,0.011440292129432043
1.0,9.0,6.0,2014.0,0.011504922586690162,0.01700707154019841,0.016889679690402292,0.005414511612612717,0.012107053457507488
1.0,9.0,6.0,2015.0,0.011657772834141348,0.017101325876652914,0.017169387627931118,0.005645713284191074,0.012308171053739962
1.0,9.0,6.0,2016.0,0.012329985162199643,0.018336709205277135,0.017608238670004585,0.00567008307545672,0.01281672382831113
1.0,9.0,6.0,2017.0,0.012501314985339598,0.018451755760326573,0.018388376690777444,0.005866001536504016,0.01315910983937884
1.0,9.0,6.0,2018.0,0.01281287051622329,0.019137791151818764,0.018747601351596678,0.006051300380547156,0.013488676876125923
1.0,9.0,6.0,2019.0,0.013526698637622273,0.019498545103516975,0.019183015302317953,0.0062736606921585955,0.013979734758210943
1.0,9.0,6.0,2020.0,0.013775859450557197,0.019711940998337507,0.019607057903346308,0.006455552259695821,0.01425917170274026
1.0,9.0,6.0,2021.0,0.013731583564402648,0.020172724555774776,0.019902804800179346,0.006550347902581594,0.014387543997424774
1.0,9.0,6.0,2022.0,0.014024549111326525,0.02024003852504357,0.020044768841794958,0.006945772084916815,0.014641485967017987
1.0,9.0,6.0,2023.0,0.014214550799159705,0.02066266216576496,0.020197397820742185,0.007175974099053573,0.014851205347172863
1.0,9.0,6.0,2024.0,0.014714542023532699,0.02081494887471577,0.020658063505606002,0.007264823345216182,0.015214329359106903
1.0,9.0,6.0,2025.0,0.014942773531130016,0.02107060077490236,0.020934919728796596,0.007486387586127245,0.015457110151065533
1.0,9.0,6.0,2026.0,0.015021368359051043,0.021317401085918102,0.021129502924221746,0.007563121182229336,0.015582892132047882
1.0,9.0,6.0,2027.0,0.015316243456645808,0.021624010810675703,0.021208737023759833,0.007784960915816199,0.015801645732909618
1.0,9.0,6.0,2028.0,0.015118830446086898,0.021683575785891935,0.02130425218740951,0.00783014393795175,0.0157651777173686
1.0,9.0,6.0,2029.0,0.015538774314495045,0.021491828933528134,0.021250200207043084,0.008014244450793906,0.015943106611470213
1.0,9.0,6.0,2030.0,0.015680705624951233,0.021757323961072095,0.02174052924051829,0.00827082535545553,0.016220079425576878
1.0,9.0,6.0,2031.0,0.015855001084405424,0.021948817598105443,0.021695486411148827,0.008448544829954385,0.01633529552360284
1.0,9.0,6.0,2032.0,0.016202185407361833,0.021795470602903246,0.0216969059423791,0.008628322563355453,0.016502114370643927
1.0,9.0,6.0,2033.0,0.016115276675693287,0.021835246413866412,0.02176904426227699,0.008571188257323736,0.016477988540147308
1.0,9.0,6.0,2034.0,0.016448515364539437,0.021761655484869077,0.02175986260602783,0.008709462109082298,0.016633892954230713
1.0,9.0,6.0,2035.0,0.01656376244187042,0.02211039020144134,0.021368686328195583,0.008905919893543153,0.01664703384228758
1.0,9.0,6.0,2036.0,0.016586448870098115,0.022152494244222137,0.02158740921658597,0.00889801887825166,0.016719322952661195
1.0,9.0,6.0,2037.0,0.0163917128786557,0.022049576106185124,0.021642749673381066,0.009142199417476496,0.016703822775585235
1.0,9.0,6.0,2038.0,0.016567266505269063,0.02196905588007989,0.02157029085719592,0.009465975901586317,0.01682097752869453
1.0,9.0,6.0,2039.0,0.01674806389337115,0.022131553700298366,0.021290797522743373,0.009511151437195687,0.016840053527298466
1.0,9.0,6.0,2040.0,0.01672451757242098,0.02202410464851175,0.02125008692539253,0.009755832534309415,0.016865842269335525
1.0,9.0,6.0,2041.0,0.016473861698636377,0.021929729444354482,0.021238407908279938,0.009815915424182196,0.016767635091326744
1.0,9.0,6.0,2042.0,0.01667333891446617,0.021726564790804457,0.021138617244403947,0.010027986501658996,0.016849976120773543
1.0,9.0,6.0,2043.0,0.016571192217158193,0.021541032537913955,0.020948246480499064,0.010265291544728715,0.016793695885102877
1.0,9.0,6.0,2044.0,0.016335118494108423,0.02151001128458444,0.020924233480563072,0.010572797516235641,0.016760477216547828
1.0,9.0,6.0,2045.0,0.016292149218946013,0.02139434167131409,0.020699717392831142,0.010567274529857035,0.016668744449856512
1.0,9.0,6.0,2046.0,0.01634007307317118,0.021689075241895436,0.020519772595999932,0.010753609393712685,0.01670691248847296
1.0,9.0,6.0,2047.0,0.0159774099518945,0.021879744201916566,0.02046392458768218,0.01093296679714349,0.016604622206824304
1.0,9.0,6.0,2048.0,0.015952787669600222,0.021540844850612945,0.0202385653805118,0.011104169779611373,0.016540548460249174
1.0,9.0,6.0,2049.0,0.01592451356915292,0.021448181478974534,0.02009525240404187,0.01123270388659004,0.01651033432781631
1.0,9.0,6.0,2050.0,0.015855949306147726,0.021381938571003973,0.019886109898676382,0.011299918725897366,0.01643384627243523
