id_scenario,id_region,id_sector,id_subsector,year,id_energy_carrier,energy_consumption,end_use
1,9010101,3,32,2019,6.0,56565.850455277054,space_heating
1,9010101,3,32,2019,6.0,88336.28245500653,space_heating
1,9010101,3,32,2019,6.0,80236.28168636888,space_heating
1,9010101,3,32,2019,2.0,54076.928779096605,space_heating
1,9010101,3,32,2019,12.0,31415.63271415818,space_heating
1,9010101,3,32,2019,2.0,65597.37780461111,space_heating
1,9010101,3,32,2019,12.0,43049.01346764895,space_heating
1,9010101,3,32,2019,6.0,56907.73474874919,space_heating
1,9010101,3,32,2019,12.0,65062.01666789771,space_heating
1,9010101,3,32,2019,12.0,80838.4999118806,space_heating
1,9010101,3,32,2019,12.0,68729.43653402437,space_heating
1,9010101,3,32,2019,12.0,81029.18165213887,space_heating
1,9010101,3,32,2019,1.0,16003.82486637794,space_heating
1,9010101,3,32,2019,12.0,67263.48012034282,space_heating
1,9010101,3,32,2019,12.0,84834.80853886619,space_heating
1,9010101,3,32,2019,12.0,92067.38365974416,space_heating
1,9010101,3,32,2019,12.0,27046.582568231406,space_heating
1,9010101,3,32,2019,6.0,68975.85189108888,space_heating
1,9010101,3,32,2019,12.0,100045.13686564288,space_heating
1,9010101,3,32,2019,12.0,91556.26770032509,space_heating
1,9010101,3,32,2019,6.0,75591.97111923018,space_heating
1,9010101,3,32,2019,6.0,83437.08195917473,space_heating
1,9010101,3,32,2019,2.0,81489.27732480784,space_heating
1,9010101,3,32,2019,12.0,105488.87928061708,space_heating
1,9010101,3,32,2019,12.0,67342.25941392158,space_heating
1,9010101,3,32,2019,12.0,54594.86251585863,space_heating
1,9010101,3,32,2019,6.0,86406.7101470754,space_heating
1,9010101,3,32,2019,6.0,30402.02832720377,space_heating
1,9010101,3,32,2019,2.0,73566.57030890443,space_heating
1,9010101,3,32,2019,6.0,30924.270332878645,space_heating
1,9010101,3,32,2019,12.0,70664.88982746996,space_heating
1,9010101,3,32,2019,12.0,72141.95019874294,space_heating
1,9010101,3,32,2019,6.0,79675.66617701668,space_heating
1,9010101,3,32,2019,2.0,89125.22640861581,space_heating
1,9010101,3,32,2019,6.0,62227.57968282174,space_heating
1,9010101,3,32,2019,6.0,76158.26611098548,space_heating
1,9010101,3,32,2019,2.0,81434.27006669194,space_heating
1,9010101,3,32,2019,6.0,73141.79903698742,space_heating
1,9010101,3,32,2019,6.0,81154.80937057517,space_heating
1,9010101,3,32,2019,2.0,66858.73572235434,space_heating
1,9010101,3,32,2019,6.0,73221.27759923523,space_heating
1,9010101,3,32,2019,12.0,82405.56721020052,space_heating
1,9010101,3,32,2019,12.0,72512.02816564325,space_heating
1,9010101,3,32,2019,6.0,78335.9086313331,space_heating
1,9010101,3,32,2019,6.0,70493.45130634384,space_heating
1,9010101,3,32,2019,12.0,66857.01601287973,space_heating
1,9010101,3,32,2019,2.0,50467.30305560404,space_heating
1,9010101,3,32,2019,6.0,48340.74030319112,space_heating
1,9010101,3,32,2019,6.0,34482.69583506931,space_heating
1,9010101,3,32,2019,1.0,27052.911579247484,space_heating
1,9010101,3,32,2019,6.0,82693.79512031372,space_heating
1,9010101,3,32,2019,12.0,94427.6071644921,space_heating
1,9010101,3,32,2019,12.0,82945.8905961553,space_heating
1,9010101,3,32,2019,12.0,51008.28916309257,space_heating
1,9010101,3,32,2019,12.0,94383.13351651512,space_heating
1,9010101,3,32,2019,12.0,74944.77014965117,space_heating
1,9010101,3,32,2019,6.0,64208.86634405748,space_heating
1,9010101,3,32,2019,6.0,31117.49442684891,space_heating
1,9010101,3,32,2019,12.0,56724.21365813268,space_heating
1,9010101,3,32,2019,6.0,63389.2796431746,space_heating
1,9010101,3,32,2019,12.0,68892.880313873,space_heating
1,9010101,3,32,2019,12.0,91145.80878684184,space_heating
1,9010101,3,32,2019,12.0,74778.93969078001,space_heating
1,9010101,3,32,2019,12.0,64415.09735274897,space_heating
1,9010101,3,32,2019,12.0,85062.23559758477,space_heating
1,9010101,3,32,2019,12.0,78461.26642445229,space_heating
1,9010101,3,32,2019,2.0,72392.52304912968,space_heating
1,9010101,3,32,2019,1.0,25933.176033933392,space_heating
1,9010101,3,32,2019,6.0,30214.342856747568,space_heating
1,9010101,3,32,2019,13.0,49616.48246113429,space_heating
1,9010101,3,32,2019,12.0,84298.68532676462,space_heating
1,9010101,3,32,2019,6.0,54924.193103698,space_heating
1,9010101,3,32,2019,12.0,64251.65356423208,space_heating
1,9010101,3,32,2019,6.0,61994.31521540448,space_heating
1,9010101,3,32,2019,6.0,77476.11001898625,space_heating
1,9010101,3,32,2019,6.0,76699.63884854798,space_heating
1,9010101,3,32,2019,6.0,27437.85180065596,space_heating
1,9010101,3,32,2019,6.0,70450.4816462393,space_heating
1,9010101,3,32,2019,2.0,75144.70540322721,space_heating
1,9010101,3,32,2019,6.0,87688.99573966039,space_heating
1,9010101,3,32,2019,12.0,79067.2813038002,space_heating
1,9010101,3,32,2019,2.0,55474.39586167112,space_heating
1,9010101,3,32,2019,12.0,80275.66888573964,space_heating
1,9010101,3,32,2019,6.0,68575.07198714299,space_heating
1,9010101,3,32,2019,2.0,31436.46306296675,space_heating
1,9010101,3,32,2019,19.0,82916.74410102954,space_heating
1,9010101,3,32,2019,6.0,85103.52232083654,space_heating
1,9010101,3,32,2019,12.0,81564.44282562347,space_heating
1,9010101,3,32,2019,13.0,72552.72985141442,space_heating
1,9010101,3,32,2019,12.0,84187.81432410909,space_heating
1,9010101,3,32,2019,1.0,28616.270634907676,space_heating
1,9010101,3,32,2019,12.0,88368.17169841554,space_heating
1,9010101,3,32,2019,6.0,62816.93119522328,space_heating
1,9010101,3,32,2019,6.0,29154.95436301173,space_heating
1,9010101,3,32,2019,12.0,87541.81656989525,space_heating
1,9010101,3,32,2019,12.0,70058.12115916956,space_heating
1,9010101,3,32,2019,12.0,90918.4751049428,space_heating
1,9010101,3,32,2019,12.0,66158.54557158425,space_heating
1,9010101,3,32,2019,1.0,24403.55414821491,space_heating
1,9010101,3,32,2019,12.0,30632.312354905447,space_heating
1,9010101,3,32,2019,19.0,85128.31647148705,space_heating
1,9010101,3,32,2019,6.0,73048.14190932535,space_heating
1,9010101,3,32,2019,1.0,27438.574076300432,space_heating
1,9010101,3,32,2019,12.0,91033.08140166783,space_heating
1,9010101,3,32,2019,12.0,78362.54480237023,space_heating
1,9010101,3,32,2019,2.0,93699.05158896162,space_heating
1,9010101,3,32,2019,2.0,72260.19489711527,space_heating
1,9010101,3,32,2019,12.0,69903.52471961279,space_heating
1,9010101,3,32,2019,12.0,86930.45393972172,space_heating
1,9010101,3,32,2019,12.0,82532.74347030312,space_heating
1,9010101,3,32,2019,2.0,65176.69893011388,space_heating
1,9010101,3,32,2019,6.0,60944.70105634005,space_heating
1,9010101,3,32,2019,2.0,80429.62022358553,space_heating
1,9010101,3,32,2019,12.0,73530.77677755295,space_heating
1,9010101,3,32,2019,6.0,46084.1707679863,space_heating
1,9010101,3,32,2019,6.0,63732.89432809028,space_heating
1,9010101,3,32,2019,12.0,50143.82515472621,space_heating
1,9010101,3,32,2019,19.0,80480.114938051,space_heating
1,9010101,3,32,2019,6.0,83702.25932932518,space_heating
1,9010101,3,32,2019,6.0,89329.40401419086,space_heating
1,9010101,3,32,2019,12.0,86415.28040202196,space_heating
1,9010101,3,32,2019,12.0,70594.54925575152,space_heating
1,9010101,3,32,2019,2.0,70428.7624066318,space_heating
1,9010101,3,32,2019,2.0,51537.928314541496,space_heating
1,9010101,3,32,2019,12.0,88721.32926690101,space_heating
1,9010101,3,32,2019,12.0,85502.9472046941,space_heating
1,9010101,3,32,2019,6.0,83646.33962676417,space_heating
1,9010101,3,32,2019,12.0,74935.06525150384,space_heating
1,9010101,3,32,2019,1.0,21580.22169007857,space_heating
1,9010101,3,32,2019,12.0,91932.97294673588,space_heating
1,9010101,3,32,2019,12.0,82308.1555755529,space_heating
1,9010101,3,32,2019,2.0,74384.70500298278,space_heating
1,9010101,3,32,2019,12.0,78648.11792832005,space_heating
1,9010101,3,32,2019,6.0,91162.63105888602,space_heating
1,9010101,3,32,2019,6.0,32071.54379722054,space_heating
1,9010101,3,32,2019,12.0,91605.94086140818,space_heating
1,9010101,3,32,2019,12.0,99848.12988514562,space_heating
1,9010101,3,32,2019,6.0,56472.82849689526,space_heating
1,9010101,3,32,2019,6.0,61059.84802987429,space_heating
1,9010101,3,32,2019,2.0,72442.27222029219,space_heating
1,9010101,3,32,2019,12.0,63791.45886428148,space_heating
1,9010101,3,32,2019,19.0,91944.29518336507,space_heating
1,9010101,3,32,2019,2.0,74036.94405575906,space_heating
1,9010101,3,32,2019,6.0,78908.95743416522,space_heating
1,9010101,3,32,2019,12.0,78557.42507218983,space_heating
1,9010101,3,32,2019,12.0,102101.05119102448,space_heating
1,9010101,3,32,2019,12.0,59253.54299159037,space_heating
1,9010101,3,32,2019,6.0,26975.303208397658,space_heating
1,9010101,3,32,2019,6.0,88818.6742073929,space_heating
1,9010101,3,32,2019,13.0,57794.60073420645,space_heating
1,9010101,3,32,2019,12.0,65838.42390517438,space_heating
1,9010101,3,32,2019,12.0,79986.6323171719,space_heating
1,9010101,3,32,2019,12.0,69414.9111374486,space_heating
1,9010101,3,32,2019,12.0,87449.25240897256,space_heating
1,9010101,3,32,2019,12.0,89424.35976617874,space_heating
1,9010101,3,32,2019,12.0,29142.659544843063,space_heating
1,9010101,3,32,2019,12.0,58058.76723261381,space_heating
1,9010101,3,32,2019,12.0,93382.50511704138,space_heating
1,9010101,3,32,2019,19.0,65388.6929597143,space_heating
1,9010101,3,32,2019,1.0,17941.814509483815,space_heating
1,9010101,3,32,2019,6.0,48146.741845702905,space_heating
1,9010101,3,32,2019,1.0,32282.23473189668,space_heating
1,9010101,3,32,2019,12.0,69085.12457312991,space_heating
1,9010101,3,32,2019,6.0,73353.56126073754,space_heating
1,9010101,3,32,2019,13.0,56863.96692282262,space_heating
1,9010101,3,32,2019,12.0,75716.90838889741,space_heating
1,9010101,3,32,2019,19.0,67055.60629741395,space_heating
1,9010101,3,32,2019,12.0,90548.55349435212,space_heating
1,9010101,3,32,2019,12.0,104006.33811733338,space_heating
1,9010101,3,32,2019,12.0,75775.42122098716,space_heating
1,9010101,3,32,2019,12.0,67217.70311265315,space_heating
1,9010101,3,32,2019,2.0,69455.4629281634,space_heating
1,9010101,3,32,2019,1.0,18799.246051226924,space_heating
1,9010101,3,32,2019,6.0,55658.60432364796,space_heating
1,9010101,3,32,2019,2.0,66502.13750365943,space_heating
1,9010101,3,32,2019,6.0,11841.778246930537,space_heating
1,9010101,3,32,2019,6.0,13585.319240998317,space_heating
1,9010101,3,32,2019,6.0,10564.254396699243,space_heating
1,9010101,3,32,2019,6.0,19225.03447793223,space_heating
1,9010101,3,32,2019,1.0,5813.97923390297,space_heating
1,9010101,3,32,2019,12.0,13837.607999831538,space_heating
1,9010101,3,32,2019,13.0,10912.566085499822,space_heating
1,9010101,3,32,2019,6.0,12685.446399971615,space_heating
1,9010101,3,32,2019,6.0,51986.56781155593,space_heating
1,9010101,3,32,2019,2.0,55582.02787817032,space_heating
1,9010101,3,32,2019,6.0,16852.229650780122,space_heating
1,9010101,3,32,2019,13.0,12155.69932059457,space_heating
1,9010101,3,32,2019,6.0,49024.28155014592,space_heating
1,9010101,3,32,2019,6.0,17907.688096241134,space_heating
1,9010101,3,32,2019,6.0,18696.317974315385,space_heating
1,9010101,3,32,2019,2.0,48916.58443780983,space_heating
1,9010101,3,32,2019,6.0,55151.43068822792,space_heating
1,9010101,3,32,2019,12.0,63638.00793624654,space_heating
1,9010101,3,32,2019,12.0,15552.564262623486,space_heating
1,9010101,3,32,2019,12.0,42305.053144776175,space_heating
1,9010101,3,33,2019,6.0,69629.35075984611,space_heating
1,9010101,3,33,2019,12.0,114934.56540956422,space_heating
1,9010101,3,33,2019,2.0,104811.59663879272,space_heating
1,9010101,3,33,2019,12.0,73930.59154022881,space_heating
1,9010101,3,33,2019,13.0,66346.40017932598,space_heating
1,9010101,3,33,2019,2.0,94235.72895524176,space_heating
1,9010101,3,33,2019,1.0,24069.724126509343,space_heating
1,9010101,3,33,2019,2.0,69910.02919743922,space_heating
1,9010101,3,33,2019,2.0,70362.64617243347,space_heating
1,9010101,3,33,2019,1.0,17758.085023021278,space_heating
1,9010101,3,33,2019,13.0,56491.07280348744,space_heating
1,9010101,3,33,2019,12.0,89327.34127948219,space_heating
1,9010101,3,33,2019,2.0,70609.15215336985,space_heating
1,9010101,3,33,2019,2.0,77995.07721688686,space_heating
1,9010101,3,33,2019,12.0,62406.846935186,space_heating
1,9010101,3,33,2019,2.0,67940.31723517487,space_heating
1,9010101,3,33,2019,6.0,63402.58343043108,space_heating
1,9010101,3,33,2019,12.0,106759.94896751975,space_heating
1,9010101,3,33,2019,2.0,59386.422902366256,space_heating
1,9010101,3,33,2019,6.0,83978.87990396141,space_heating
1,9010101,3,33,2019,1.0,22432.50614925596,space_heating
1,9010101,3,33,2019,6.0,84918.61039118988,space_heating
1,9010101,3,33,2019,12.0,80766.59036832282,space_heating
1,9010101,3,33,2019,6.0,68515.00992191653,space_heating
1,9010101,3,33,2019,6.0,85960.50382970161,space_heating
1,9010101,3,33,2019,12.0,91130.3459236154,space_heating
1,9010101,3,33,2019,12.0,94083.89953798904,space_heating
1,9010101,3,33,2019,2.0,64296.291483313966,space_heating
1,9010101,3,33,2019,12.0,76798.19405454652,space_heating
1,9010101,3,33,2019,6.0,93612.10820447438,space_heating
1,9010101,3,33,2019,12.0,101385.64580637412,space_heating
1,9010101,3,33,2019,12.0,39074.49631718015,space_heating
1,9010101,3,33,2019,6.0,81147.2464897584,space_heating
1,9010101,3,33,2019,12.0,90410.5512130774,space_heating
1,9010101,3,33,2019,12.0,96977.65342560038,space_heating
1,9010101,3,33,2019,6.0,60234.6957130584,space_heating
1,9010101,3,33,2019,2.0,73534.79102276708,space_heating
1,9010101,3,33,2019,1.0,34191.428438670424,space_heating
1,9010101,3,33,2019,1.0,32969.37912245185,space_heating
1,9010101,3,33,2019,6.0,14597.68551121568,space_heating
1,9010101,3,33,2019,2.0,64792.50700798701,space_heating
1,9010101,3,33,2019,6.0,14882.029362385743,space_heating
1,9010101,3,33,2019,19.0,15972.4969306112,space_heating
1,9010101,3,33,2019,6.0,15580.616055761451,space_heating
1,9010101,3,33,2019,6.0,26147.90317677416,space_heating
1,9010101,3,33,2019,6.0,56079.19444613485,space_heating
1,9010101,3,33,2019,2.0,26606.72323369486,space_heating
1,9010101,3,33,2019,12.0,86076.38255362297,space_heating
1,9010101,3,33,2019,6.0,21676.068659606724,space_heating
1,9010101,3,33,2019,2.0,21778.47695651034,space_heating
1,9010101,3,33,2019,6.0,18245.17678028824,space_heating
1,9010101,3,33,2019,12.0,17083.887538230934,space_heating
1,9010101,3,33,2019,6.0,14791.483224564832,space_heating
1,9010101,3,33,2019,13.0,18928.18097500653,space_heating
1,9010101,3,33,2019,12.0,28025.92084852101,space_heating
1,9010101,3,33,2019,2.0,16058.78008272502,space_heating
1,9010101,3,33,2019,2.0,63600.81874246536,space_heating
1,9010101,3,33,2019,1.0,5177.347395191421,space_heating
1,9010101,3,33,2019,1.0,4057.7842273525625,space_heating
1,9010101,3,34,2019,6.0,173860.11896264853,space_heating
1,9010101,3,34,2019,6.0,109684.57104161032,space_heating
1,9010101,3,34,2019,2.0,144255.09294693134,space_heating
1,9010101,3,34,2019,6.0,107756.47808786837,space_heating
1,9010101,3,34,2019,6.0,90904.77649748191,space_heating
1,9010101,3,34,2019,6.0,96034.6568993268,space_heating
1,9010101,3,34,2019,6.0,133352.18340418686,space_heating
1,9010101,3,34,2019,6.0,81933.2876498879,space_heating
1,9010101,3,34,2019,2.0,116851.74016979415,space_heating
1,9010101,3,34,2019,6.0,143229.8292209895,space_heating
1,9010101,3,34,2019,6.0,166287.1996329387,space_heating
1,9010101,3,34,2019,2.0,160892.08551512758,space_heating
1,9010101,3,34,2019,2.0,155226.9323526397,space_heating
1,9010101,3,34,2019,6.0,65839.2509571406,space_heating
1,9010101,3,34,2019,2.0,128196.8094662255,space_heating
1,9010101,3,34,2019,6.0,104592.26388478786,space_heating
1,9010101,3,34,2019,19.0,142008.3974412905,space_heating
1,9010101,3,34,2019,6.0,147190.8739171299,space_heating
1,9010101,3,34,2019,2.0,109082.85040552828,space_heating
1,9010101,3,34,2019,6.0,176128.1106233862,space_heating
1,9010101,3,34,2019,13.0,70339.95849030193,space_heating
1,9010101,3,34,2019,1.0,19357.160342031657,space_heating
1,9010101,3,34,2019,12.0,118618.9315012692,space_heating
1,9010101,3,34,2019,2.0,92937.19412228827,space_heating
1,9010101,3,34,2019,12.0,86752.77592210102,space_heating
1,9010101,3,34,2019,6.0,71438.10272845905,space_heating
1,9010101,3,34,2019,12.0,72201.21973282227,space_heating
1,9010101,3,34,2019,2.0,73343.37477464128,space_heating
1,9010101,3,34,2019,19.0,72346.02835957715,space_heating
1,9010101,3,34,2019,2.0,60475.50406258216,space_heating
1,9010101,3,34,2019,12.0,94276.70817010016,space_heating
1,9010101,3,34,2019,12.0,59706.93400037489,space_heating
1,9010101,3,34,2019,2.0,76067.79174293249,space_heating
1,9010101,3,34,2019,6.0,41157.77772849937,space_heating
1,9010101,3,34,2019,6.0,101103.88059000696,space_heating
1,9010101,3,34,2019,2.0,79543.94796931697,space_heating
1,9010101,3,34,2019,1.0,18990.32039843162,space_heating
1,9010101,3,34,2019,6.0,90794.07448378194,space_heating
1,9010101,3,34,2019,2.0,92593.0224401138,space_heating
1,9010101,3,34,2019,6.0,81371.14408286233,space_heating
1,9010101,3,34,2019,2.0,99714.0022284042,space_heating
1,9010101,3,34,2019,6.0,166404.61732031274,space_heating
1,9010101,3,34,2019,6.0,78629.79781080128,space_heating
1,9010101,3,34,2019,19.0,71326.24678418337,space_heating
1,9010101,3,34,2019,19.0,145548.62198572978,space_heating
1,9010101,3,34,2019,6.0,166402.91502137302,space_heating
1,9010101,3,34,2019,6.0,180078.37006358654,space_heating
1,9010101,3,34,2019,6.0,158419.72210751078,space_heating
1,9010101,3,34,2019,6.0,188904.97752265105,space_heating
1,9010101,3,34,2019,6.0,61714.82857224067,space_heating
1,9010101,3,34,2019,6.0,67022.13081170473,space_heating
1,9010101,3,34,2019,6.0,157240.20121795364,space_heating
1,9010101,3,34,2019,6.0,64518.4102118179,space_heating
1,9010101,3,34,2019,6.0,90183.21961966364,space_heating
1,9010101,3,34,2019,2.0,118188.50999619492,space_heating
1,9010101,3,34,2019,6.0,92594.83858437176,space_heating
1,9010101,3,34,2019,6.0,70235.46136724099,space_heating
1,9010101,3,34,2019,6.0,147644.78897193124,space_heating
1,9010101,3,34,2019,6.0,105850.27702399508,space_heating
1,9010101,3,34,2019,6.0,99988.65193953064,space_heating
1,9010101,3,34,2019,19.0,152307.20596311113,space_heating
1,9010101,3,34,2019,13.0,91922.19570918236,space_heating
1,9010101,3,34,2019,1.0,41386.3914467592,space_heating
1,9010101,3,34,2019,2.0,145387.59489689264,space_heating
1,9010101,3,34,2019,6.0,108909.75066981355,space_heating
1,9010101,3,34,2019,2.0,107325.5288633278,space_heating
1,9010101,3,34,2019,6.0,144461.73836150454,space_heating
1,9010101,3,34,2019,6.0,154501.3483776353,space_heating
1,9010101,3,34,2019,2.0,213213.5576623332,space_heating
1,9010101,3,34,2019,2.0,174194.54393587206,space_heating
1,9010101,3,34,2019,6.0,139384.44373431514,space_heating
1,9010101,3,34,2019,19.0,171138.60582158505,space_heating
1,9010101,3,34,2019,6.0,149426.6979710197,space_heating
1,9010101,3,34,2019,6.0,111298.382001932,space_heating
1,9010101,3,34,2019,19.0,146256.7243511924,space_heating
1,9010101,3,34,2019,6.0,169117.16558728466,space_heating
1,9010101,3,34,2019,6.0,179230.58791654315,space_heating
1,9010101,3,34,2019,6.0,154338.5606364957,space_heating
1,9010101,3,34,2019,6.0,148742.99261814347,space_heating
1,9010101,3,34,2019,2.0,194814.1802403866,space_heating
1,9010101,3,34,2019,2.0,97594.71198804758,space_heating
1,9010101,3,34,2019,6.0,150495.3110608631,space_heating
1,9010101,3,34,2019,2.0,115462.43531563376,space_heating
1,9010101,3,34,2019,6.0,63816.96771852687,space_heating
1,9010101,3,34,2019,6.0,143062.1465231475,space_heating
1,9010101,3,34,2019,6.0,163367.2056409127,space_heating
1,9010101,3,34,2019,19.0,155484.01469375807,space_heating
1,9010101,3,34,2019,6.0,62924.174821108536,space_heating
1,9010101,3,34,2019,6.0,157507.18861074766,space_heating
1,9010101,3,34,2019,2.0,156185.01854017537,space_heating
1,9010101,3,34,2019,6.0,105283.32492976732,space_heating
1,9010101,3,34,2019,6.0,108212.5566344806,space_heating
1,9010101,3,34,2019,6.0,148541.17654199558,space_heating
1,9010101,3,34,2019,2.0,97240.62228065165,space_heating
1,9010101,3,34,2019,6.0,146949.5803156433,space_heating
1,9010101,3,34,2019,2.0,168738.84788057898,space_heating
1,9010101,3,34,2019,6.0,165484.8658307963,space_heating
1,9010101,3,34,2019,19.0,99337.00699748276,space_heating
1,9010101,3,34,2019,6.0,142964.6425125339,space_heating
1,9010101,3,34,2019,19.0,95870.97767264524,space_heating
1,9010101,3,34,2019,6.0,61802.309322534944,space_heating
1,9010101,3,34,2019,6.0,106115.06197745667,space_heating
1,9010101,3,34,2019,6.0,103574.28883376574,space_heating
1,9010101,3,34,2019,6.0,145290.00174277884,space_heating
1,9010101,3,34,2019,19.0,72308.10305979973,space_heating
1,9010101,3,34,2019,19.0,152771.85932473696,space_heating
1,9010101,3,34,2019,6.0,111032.60201661714,space_heating
1,9010101,3,34,2019,6.0,182164.47358953272,space_heating
1,9010101,3,34,2019,2.0,181584.80268576005,space_heating
1,9010101,3,34,2019,6.0,91776.79578820046,space_heating
1,9010101,3,35,2019,6.0,68687.05248520117,space_heating
1,9010101,3,35,2019,2.0,213897.8659641671,space_heating
1,9010101,3,35,2019,6.0,122929.94683568628,space_heating
1,9010101,3,35,2019,6.0,72000.6077458492,space_heating
1,9010101,3,35,2019,19.0,120987.77208653124,space_heating
1,9010101,3,35,2019,6.0,107492.48091460927,space_heating
1,9010101,3,35,2019,2.0,77372.08995313826,space_heating
1,9010101,3,35,2019,6.0,206183.88000067195,space_heating
1,9010101,3,35,2019,2.0,204839.9522316181,space_heating
1,9010101,3,35,2019,2.0,190226.6283124477,space_heating
1,9010101,3,35,2019,6.0,154638.380079843,space_heating
1,9010101,3,35,2019,2.0,144860.48621769375,space_heating
1,9010101,3,35,2019,6.0,169134.5641308504,space_heating
1,9010101,3,35,2019,6.0,163441.86625797866,space_heating
1,9010101,3,35,2019,6.0,143180.30635268445,space_heating
1,9010101,3,35,2019,6.0,129733.03631854802,space_heating
1,9010101,3,35,2019,6.0,109382.0995006905,space_heating
1,9010101,3,35,2019,6.0,122851.4245664104,space_heating
1,9010101,3,35,2019,6.0,67572.13445658682,space_heating
1,9010101,3,35,2019,6.0,59560.0713092917,space_heating
1,9010101,3,35,2019,6.0,75782.0814398758,space_heating
1,9010101,3,35,2019,12.0,112004.91244738188,space_heating
1,9010101,3,35,2019,6.0,71605.66153504497,space_heating
1,9010101,3,35,2019,6.0,43499.27336384417,space_heating
1,9010101,3,35,2019,12.0,101403.68597587696,space_heating
1,9010101,3,35,2019,1.0,29387.01008121769,space_heating
1,9010101,3,35,2019,1.0,23123.40111981863,space_heating
1,9010101,3,35,2019,12.0,77845.73724888478,space_heating
1,9010101,3,35,2019,13.0,72087.13355114029,space_heating
1,9010101,3,35,2019,6.0,86351.75967864042,space_heating
1,9010101,3,35,2019,12.0,82356.96067285462,space_heating
1,9010101,3,35,2019,13.0,58637.30231900061,space_heating
1,9010101,3,35,2019,6.0,72504.12828891042,space_heating
1,9010101,3,35,2019,12.0,90665.3629850743,space_heating
1,9010101,3,35,2019,12.0,76709.27314083115,space_heating
1,9010101,3,35,2019,12.0,81209.99069639089,space_heating
1,9010101,3,35,2019,12.0,76058.75698376907,space_heating
1,9010101,3,35,2019,12.0,111463.26751003043,space_heating
1,9010101,3,35,2019,6.0,67832.12163526898,space_heating
1,9010101,3,35,2019,2.0,139524.4003043327,space_heating
1,9010101,3,35,2019,6.0,148337.96975426585,space_heating
1,9010101,3,35,2019,6.0,63816.53880928769,space_heating
1,9010101,3,35,2019,6.0,155762.00224034055,space_heating
1,9010101,3,35,2019,6.0,101909.53606749656,space_heating
1,9010101,3,35,2019,2.0,109202.02555189656,space_heating
1,9010101,3,35,2019,2.0,147394.10643683738,space_heating
