id_sector,sector,id_subsector,subsector,id_energy_carrier,energy_carrier,id_end_use,end_use,id_end_use_level2,end_use_level2,year,unit,value
3,GHD & Industry,32,manufacturing,6,Natural Gas,1,appliance,5,process_heating,2019,kWh,1.81609E+11
3,GHD & Industry,32,manufacturing,6,Natural Gas,3,space heating,6,space_heating,2019,kWh,27455918019
3,GHD & Industry,32,manufacturing,6,Natural Gas,1,appliance,7,process_cooling,2019,kWh,0
3,GHD & Industry,32,manufacturing,6,Natural Gas,2,space cooling,8,space_cooling,2019,kWh,0
3,GHD & Industry,32,manufacturing,12,Biomass solid,1,appliance,1,lighting,2019,kWh,0
3,GHD & Industry,32,manufacturing,12,Biomass solid,1,appliance,2,ICT,2019,kWh,0
3,GHD & Industry,32,manufacturing,12,Biomass solid,1,appliance,3,mechanical_energy,2019,kWh,0
3,GHD & Industry,32,manufacturing,12,Biomass solid,4,domestic hot water,4,hot_water,2019,kWh,592290609.4
3,GHD & Industry,32,manufacturing,12,Biomass solid,1,appliance,5,process_heating,2019,kWh,25527777778
3,GHD & Industry,32,manufacturing,12,Biomass solid,3,space heating,6,space_heating,2019,kWh,6710655714
3,GHD & Industry,32,manufacturing,12,Biomass solid,1,appliance,7,process_cooling,2019,kWh,0
3,GHD & Industry,32,manufacturing,12,Biomass solid,2,space cooling,8,space_cooling,2019,kWh,0
3,GHD & Industry,32,manufacturing,13,District heating,1,appliance,1,lighting,2019,kWh,0
3,GHD & Industry,32,manufacturing,13,District heating,1,appliance,2,ICT,2019,kWh,0
3,GHD & Industry,32,manufacturing,13,District heating,1,appliance,3,mechanical_energy,2019,kWh,0
3,GHD & Industry,32,manufacturing,13,District heating,4,domestic hot water,4,hot_water,2019,kWh,529400506.4
3,GHD & Industry,32,manufacturing,13,District heating,1,appliance,5,process_heating,2019,kWh,43306060025
3,GHD & Industry,32,manufacturing,13,District heating,3,space heating,6,space_heating,2019,kWh,4902776036
3,GHD & Industry,32,manufacturing,13,District heating,1,appliance,7,process_cooling,2019,kWh,0
3,GHD & Industry,32,manufacturing,13,District heating,2,space cooling,8,space_cooling,2019,kWh,0
3,GHD & Industry,32,manufacturing,24,Renewables,1,appliance,1,lighting,2019,kWh,0
3,GHD & Industry,32,manufacturing,24,Renewables,1,appliance,2,ICT,2019,kWh,0
3,GHD & Industry,32,manufacturing,24,Renewables,1,appliance,3,mechanical_energy,2019,kWh,0
