id_scenario,id_region,id_sector,id_subsector,year,id_building_type,id_building_location,heating_system_main_id_heating_technology,heating_system_main_space_heating_energy_carrier_1_id_energy_carrier,building_number
1,901,3,31,2019,13,4,42,2,126.55
1,901,3,31,2019,13,4,43,12,70.53333333
1,901,3,31,2019,13,4,44,6,76.25
1,901,3,31,2019,13,4,45,3,76.46666667
1,901,3,31,2019,13,4,210,1,25
1,901,3,31,2019,13,4,211,1,28.66666667
1,901,3,31,2019,13,5,21,6,97.65
1,901,3,31,2019,13,5,23,12,25.5
1,901,3,31,2019,13,5,29,1,24
1,901,3,31,2019,13,5,31,6,24.33333333
1,901,3,31,2019,13,5,32,2,27.66666667
1,901,3,31,2019,13,5,41,6,22.8
1,901,3,31,2019,13,5,44,6,24.16666667
1,901,3,31,2019,13,5,45,3,25.2
1,901,3,31,2019,13,6,21,6,50.55
1,901,3,31,2019,13,6,22,2,79.86666667
1,901,3,31,2019,13,6,23,12,23.25
1,901,3,31,2019,13,6,26,6,27.66666667
1,901,3,31,2019,13,6,27,2,49.26666667
1,901,3,31,2019,13,6,28,12,24.66666667
1,901,3,31,2019,13,6,31,6,24.33333333
1,901,3,31,2019,13,6,41,6,45.86666667
1,901,3,31,2019,13,6,42,2,47.55
1,901,3,31,2019,13,6,210,1,24
1,901,3,31,2023,7,1,23,12,15
1,901,3,31,2023,7,4,23,12,115
1,901,3,31,2023,7,5,23,12,68
1,901,3,31,2023,7,6,23,12,92
1,901,3,31,2023,13,1,11,13,15
1,901,3,31,2023,13,1,21,6,21
1,901,3,31,2023,13,1,22,2,72.25
1,901,3,31,2023,13,1,23,12,103.1722222
1,901,3,31,2023,13,1,24,19,25.2
1,901,3,31,2023,13,1,26,6,34
1,901,3,31,2023,13,1,28,12,52.75
1,901,3,31,2023,13,1,29,1,46.66666667
1,901,3,31,2023,13,1,31,6,52.95
1,901,3,31,2023,13,1,33,1,22
1,901,3,31,2023,13,1,41,6,44
1,901,3,31,2023,13,1,42,2,47
1,901,3,31,2023,13,1,43,12,24.55555556
1,901,3,31,2023,13,1,44,6,71.22222223
1,901,3,31,2023,13,1,211,1,51.46666667
1,901,3,31,2023,13,2,21,6,49.6
1,901,3,31,2023,13,2,23,12,100.0888889
1,901,3,31,2023,13,2,26,6,73.96666667
1,901,3,31,2023,13,2,27,2,8
1,901,3,31,2023,13,2,28,12,23
1,901,3,31,2023,13,2,29,1,50.35555556
1,901,3,31,2023,13,2,32,2,23.25
1,901,3,31,2023,13,2,33,1,152.7166667
1,901,3,31,2023,13,2,41,6,24.33333333
1,901,3,31,2023,13,2,42,2,55
1,901,3,31,2023,13,2,43,12,45.86666667
1,901,3,31,2023,13,2,45,3,47.35555556
1,901,3,31,2023,13,2,211,1,51.25
1,901,3,31,2023,13,3,23,12,46.16666667
1,901,3,31,2023,13,3,29,1,68.36666667
1,901,3,31,2023,13,3,33,1,40.75
1,901,3,31,2023,13,3,41,6,21
1,901,3,31,2023,13,3,43,12,23.25
1,901,3,31,2023,13,3,44,6,24.6
1,901,3,31,2023,13,3,46,1,28.66666667
1,901,3,31,2023,13,3,210,1,36
1,901,3,31,2023,13,3,211,1,50.16666667
1,901,3,31,2023,13,4,21,6,28
1,901,3,31,2023,13,4,22,2,24.55555556
1,901,3,31,2023,13,4,23,12,124.3333333
1,901,3,31,2023,13,4,26,6,69.66666667
1,901,3,31,2023,13,4,27,2,23.8
1,901,3,31,2023,13,4,28,12,26
1,901,3,31,2023,13,4,29,1,247.4777778
1,901,3,31,2023,13,4,33,1,21.66666667
1,901,3,31,2023,13,4,41,6,82.05
1,901,3,31,2023,13,4,42,2,126.55
1,901,3,31,2023,13,4,43,12,70.53333333
1,901,3,31,2023,13,4,44,6,123.25
1,901,3,31,2023,13,4,45,3,76.46666667
1,901,3,31,2023,13,4,210,1,76
1,901,3,31,2023,13,4,211,1,54.33333334
1,901,3,31,2023,13,5,22,2,23.8
1,901,3,31,2023,13,5,23,12,25.5
1,901,3,31,2023,13,5,29,1,24
1,901,3,31,2023,13,5,31,6,50.33333333
1,901,3,31,2023,13,5,32,2,27.66666667
1,901,3,31,2023,13,5,41,6,22.8
1,901,3,31,2023,13,5,42,2,24.6
1,901,3,31,2023,13,5,44,6,24.16666667
1,901,3,31,2023,13,5,45,3,25.2
1,901,3,31,2023,13,5,210,1,23.25
1,901,3,31,2023,13,6,21,6,26.8
1,901,3,31,2023,13,6,22,2,79.86666667
1,901,3,31,2023,13,6,23,12,23.25
1,901,3,31,2023,13,6,26,6,27.66666667
1,901,3,31,2023,13,6,27,2,49.26666667
1,901,3,31,2023,13,6,28,12,24.66666667
1,901,3,31,2023,13,6,29,1,23.75
1,901,3,31,2023,13,6,31,6,24.33333333
1,901,3,31,2023,13,6,41,6,45.86666667
1,901,3,31,2023,13,6,42,2,47.55
1,901,3,31,2023,13,6,210,1,24
1,901,3,32,2019,13,1,11,13,1825.809022
1,901,3,32,2019,13,1,21,6,3625.165557
1,901,3,32,2019,13,1,22,2,1823.86076
1,901,3,32,2019,13,1,23,12,4874.413711
1,901,3,32,2019,13,1,24,19,875.9730146
1,901,3,32,2019,13,1,26,6,24.95061728
1,901,3,32,2019,13,1,27,2,99.80101693
1,901,3,32,2019,13,1,28,12,275.8613439
1,901,3,32,2019,13,1,29,1,825.9334668
1,901,3,32,2019,13,1,31,6,74.4165722
1,901,3,32,2019,13,1,32,2,274.5718904
1,901,3,32,2019,13,1,33,1,375.4347108
1,901,3,32,2019,13,1,41,6,250.1700324
1,901,3,32,2019,13,1,42,2,275.8100541
1,901,3,32,2019,13,1,43,12,299.4673768
1,901,3,32,2019,13,1,44,6,499.8247124
1,901,3,32,2019,13,1,45,3,149.9207151
1,901,3,32,2019,13,1,46,1,124.8632648
1,901,3,32,2019,13,1,210,1,551.5349252
1,901,3,32,2019,13,1,211,1,424.9227405
1,901,3,32,2019,13,1,212,1,224.1370785
1,901,3,32,2019,13,2,11,13,450.954127
1,901,3,32,2019,13,2,21,6,2750.207434
1,901,3,32,2019,13,2,22,2,1000.238628
1,901,3,32,2019,13,2,23,12,3574.314687
1,901,3,32,2019,13,2,24,19,600.006439
1,901,3,32,2019,13,2,26,6,24.98
1,901,3,32,2019,13,2,27,2,50.09271772
1,901,3,32,2019,13,2,28,12,225.46378
1,901,3,32,2019,13,2,29,1,750.6017651
1,901,3,32,2019,13,2,31,6,25.01503759
1,901,3,32,2019,13,2,32,2,225.2158256
1,901,3,32,2019,13,2,33,1,175.0554516
1,901,3,32,2019,13,2,41,6,49.93727215
1,901,3,32,2019,13,2,42,2,74.85515688
1,901,3,32,2019,13,2,43,12,124.7298381
1,901,3,32,2019,13,2,44,6,275.4955123
1,901,3,32,2019,13,2,45,3,75.20897773
1,901,3,32,2019,13,2,46,1,99.9192794
1,901,3,32,2019,13,2,210,1,525.0908883
1,901,3,32,2019,13,2,211,1,200.1931751
1,901,3,32,2019,13,3,11,13,375.9641585
1,901,3,32,2019,13,3,21,6,1102.303494
1,901,3,32,2019,13,3,22,2,424.8345153
1,901,3,32,2019,13,3,23,12,1049.590465
1,901,3,32,2019,13,3,24,19,149.9866303
1,901,3,32,2019,13,3,28,12,25.19148936
1,901,3,32,2019,13,3,29,1,325.0579503
1,901,3,32,2019,13,3,31,6,74.9659254
1,901,3,32,2019,13,3,32,2,99.76397032
1,901,3,32,2019,13,3,33,1,75.12044641
1,901,3,32,2019,13,3,42,2,49.99455556
1,901,3,32,2019,13,3,43,12,25.01503759
1,901,3,32,2019,13,3,44,6,125.1796857
1,901,3,32,2019,13,3,45,3,75.17949992
1,901,3,32,2019,13,3,46,1,74.61490408
1,901,3,32,2019,13,3,210,1,199.688827
1,901,3,32,2019,13,3,211,1,49.89903802
1,901,3,32,2019,13,3,212,1,25.13253012
1,901,3,32,2019,13,4,11,13,374.6064982
1,901,3,32,2019,13,4,21,6,4027.42229
1,901,3,32,2019,13,4,22,2,1726.104459
1,901,3,32,2019,13,4,23,12,5878.04059
1,901,3,32,2019,13,4,24,19,2076.986526
1,901,3,32,2019,13,4,26,6,100.047862
1,901,3,32,2019,13,4,27,2,100.2044618
1,901,3,32,2019,13,4,28,12,225.0915029
1,901,3,32,2019,13,4,29,1,1950.431166
1,901,3,32,2019,13,4,31,6,400.4783024
1,901,3,32,2019,13,4,32,2,375.1510976
1,901,3,32,2019,13,4,33,1,300.2892301
1,901,3,32,2019,13,4,41,6,249.2835258
1,901,3,32,2019,13,4,42,2,275.0992382
1,901,3,32,2019,13,4,43,12,450.6584819
1,901,3,32,2019,13,4,44,6,399.2494122
1,901,3,32,2019,13,4,45,3,225.5826387
1,901,3,32,2019,13,4,46,1,225.6243005
1,901,3,32,2019,13,4,210,1,526.8336724
1,901,3,32,2019,13,4,211,1,525.6940036
1,901,3,32,2019,13,4,212,1,50.09775641
1,901,3,32,2019,13,5,11,13,50.22305195
1,901,3,32,2019,13,5,21,6,1801.59304
1,901,3,32,2019,13,5,22,2,750.1211412
1,901,3,32,2019,13,5,23,12,1701.511666
1,901,3,32,2019,13,5,24,19,901.7001498
1,901,3,32,2019,13,5,27,2,50.49503105
1,901,3,32,2019,13,5,28,12,50.02780894
1,901,3,32,2019,13,5,29,1,775.6930314
1,901,3,32,2019,13,5,31,6,50.16116941
1,901,3,32,2019,13,5,32,2,50.3058201
1,901,3,32,2019,13,5,33,1,75.61389658
1,901,3,32,2019,13,5,41,6,49.56063123
1,901,3,32,2019,13,5,42,2,49.93727215
1,901,3,32,2019,13,5,43,12,224.9924068
1,901,3,32,2019,13,5,44,6,249.212186
1,901,3,32,2019,13,5,45,3,49.72291421
1,901,3,32,2019,13,5,46,1,24.93055556
1,901,3,32,2019,13,5,210,1,100.1321133
1,901,3,32,2019,13,5,211,1,100.0006972
1,901,3,32,2019,13,6,11,13,50.044
1,901,3,32,2019,13,6,21,6,1975.839624
1,901,3,32,2019,13,6,22,2,1423.173104
1,901,3,32,2019,13,6,23,12,4328.86736
1,901,3,32,2019,13,6,24,19,775.6046893
1,901,3,32,2019,13,6,26,6,200.0515415
1,901,3,32,2019,13,6,27,2,225.9978954
1,901,3,32,2019,13,6,28,12,149.9902858
1,901,3,32,2019,13,6,29,1,975.2720249
1,901,3,32,2019,13,6,31,6,99.79753437
1,901,3,32,2019,13,6,32,2,174.4794045
1,901,3,32,2019,13,6,33,1,250.872507
1,901,3,32,2019,13,6,41,6,175.0597862
1,901,3,32,2019,13,6,42,2,99.9743823
1,901,3,32,2019,13,6,43,12,175.0333483
1,901,3,32,2019,13,6,44,6,476.2533628
1,901,3,32,2019,13,6,45,3,200.304926
1,901,3,32,2019,13,6,46,1,99.49656716
1,901,3,32,2019,13,6,210,1,225.2151599
1,901,3,32,2019,13,6,211,1,324.8584628
1,901,3,32,2019,13,6,212,1,175.5382676
1,901,3,32,2019,13,7,11,13,25.05357143
1,901,3,32,2019,13,7,21,6,324.7150032
1,901,3,32,2019,13,7,22,2,349.7771181
1,901,3,32,2019,13,7,23,12,2377.736738
1,901,3,32,2019,13,7,27,2,25.01503759
1,901,3,32,2019,13,7,28,12,50.14402516
1,901,3,32,2019,13,7,29,1,49.86330619
1,901,3,32,2019,13,7,45,3,25.13253012
1,901,3,32,2019,13,7,210,1,49.94296296
1,901,3,32,2019,13,7,212,1,24.96551724
1,901,3,32,2019,15,1,11,13,45
1,901,3,32,2019,15,1,21,6,464.317316
1,901,3,32,2019,15,1,22,2,193.8906927
1,901,3,32,2019,15,1,23,12,227.6611111
1,901,3,32,2019,15,1,24,19,151.9492424
1,901,3,32,2019,15,1,28,12,25.125
1,901,3,32,2019,15,1,29,1,215.0871212
1,901,3,32,2019,15,1,31,6,27.5
1,901,3,32,2019,15,1,33,1,25.54545455
1,901,3,32,2019,15,1,43,12,25.125
1,901,3,32,2019,15,1,44,6,26
1,901,3,32,2019,15,1,45,3,25.8
1,901,3,32,2019,15,1,211,1,24
1,901,3,32,2019,15,2,11,13,24.9
1,901,3,32,2019,15,2,21,6,501.7456349
1,901,3,32,2019,15,2,22,2,146.6333333
1,901,3,32,2019,15,2,23,12,54.83333333
1,901,3,32,2019,15,2,24,19,71.33333334
1,901,3,32,2019,15,2,27,2,29
1,901,3,32,2019,15,2,28,12,24.83333333
1,901,3,32,2019,15,2,29,1,50.11111111
1,901,3,32,2019,15,2,32,2,25.16666667
1,901,3,32,2019,15,2,33,1,76.78156566
1,901,3,32,2019,15,2,42,2,48.16666667
1,901,3,32,2019,15,2,43,12,24.9
1,901,3,32,2019,15,2,44,6,24.5
1,901,3,32,2019,15,2,46,1,23.16666667
1,901,3,32,2019,15,2,210,1,25.5
1,901,3,32,2019,15,3,21,6,199.3253968
1,901,3,32,2019,15,3,22,2,46.16666667
1,901,3,32,2019,15,4,21,6,563.4047619
1,901,3,32,2019,15,4,22,2,251.3785714
1,901,3,32,2019,15,4,23,12,133.9583333
1,901,3,32,2019,15,4,24,19,49
1,901,3,32,2019,15,4,27,2,50.5
1,901,3,32,2019,15,4,29,1,98.51111111
1,901,3,32,2019,15,4,33,1,76.08333333
1,901,3,32,2019,15,4,42,2,29
1,901,3,32,2019,15,4,43,12,23
1,901,3,32,2019,15,4,44,6,49.16666667
1,901,3,32,2019,15,4,210,1,102.8888889
1,901,3,32,2019,15,4,211,1,26.11111111
1,901,3,32,2019,15,5,21,6,125.0694445
1,901,3,32,2019,15,5,22,2,75.76666667
1,901,3,32,2019,15,5,23,12,152.8666667
1,901,3,32,2019,15,5,24,19,25.125
1,901,3,32,2019,15,5,28,12,25.16666667
1,901,3,32,2019,15,5,33,1,77.16666667
1,901,3,32,2019,15,5,211,1,27.5
1,901,3,32,2019,15,6,21,6,302.5454546
1,901,3,32,2019,15,6,22,2,71.15
1,901,3,32,2019,15,6,23,12,94.02222222
1,901,3,32,2019,15,6,27,2,55.13333333
1,901,3,32,2019,15,6,44,6,23.66666667
1,901,3,32,2019,15,6,210,1,47
1,901,3,32,2019,15,6,211,1,26
1,901,3,32,2019,15,7,21,6,125.9444444
1,901,3,32,2019,15,7,22,2,51.54545455
1,901,3,32,2019,15,7,23,12,51.5
1,901,3,32,2019,15,7,29,1,24.9
1,901,3,32,2019,15,7,45,3,27.5
1,901,3,32,2019,15,7,211,1,22.6
1,901,3,32,2023,13,1,11,13,1825.565419
1,901,3,32,2023,13,1,21,6,2875.423645
1,901,3,32,2023,13,1,22,2,1824.034382
1,901,3,32,2023,13,1,23,12,3849.286554
1,901,3,32,2023,13,1,24,19,825.8642789
1,901,3,32,2023,13,1,26,6,74.7872779
1,901,3,32,2023,13,1,27,2,174.9487774
1,901,3,32,2023,13,1,28,12,376.1009812
1,901,3,32,2023,13,1,29,1,951.0868884
1,901,3,32,2023,13,1,31,6,124.464356
1,901,3,32,2023,13,1,32,2,424.3196394
1,901,3,32,2023,13,1,33,1,575.6112642
1,901,3,32,2023,13,1,41,6,425.3195946
1,901,3,32,2023,13,1,42,2,400.852082
1,901,3,32,2023,13,1,43,12,599.0955274
1,901,3,32,2023,13,1,44,6,649.7403023
1,901,3,32,2023,13,1,45,3,275.08176
1,901,3,32,2023,13,1,46,1,124.8632648
1,901,3,32,2023,13,1,210,1,676.3266127
1,901,3,32,2023,13,1,211,1,550.0302057
1,901,3,32,2023,13,1,212,1,374.0637945
1,901,3,32,2023,13,2,11,13,325.7310214
1,901,3,32,2023,13,2,21,6,2250.161809
1,901,3,32,2023,13,2,22,2,850.2871163
1,901,3,32,2023,13,2,23,12,2975.161581
1,901,3,32,2023,13,2,24,19,599.7948941
1,901,3,32,2023,13,2,26,6,50.13217391
1,901,3,32,2023,13,2,27,2,100.1196807
1,901,3,32,2023,13,2,28,12,275.2737711
1,901,3,32,2023,13,2,29,1,800.6145233
1,901,3,32,2023,13,2,31,6,25.01503759
1,901,3,32,2023,13,2,32,2,325.2403012
1,901,3,32,2023,13,2,33,1,374.7883197
1,901,3,32,2023,13,2,41,6,150.2155654
1,901,3,32,2023,13,2,42,2,149.8455884
1,901,3,32,2023,13,2,43,12,424.3175476
1,901,3,32,2023,13,2,44,6,400.8995407
1,901,3,32,2023,13,2,45,3,100.1037146
1,901,3,32,2023,13,2,46,1,149.8403043
1,901,3,32,2023,13,2,210,1,699.9898292
1,901,3,32,2023,13,2,211,1,225.1568595
1,901,3,32,2023,13,2,212,1,49.93029183
1,901,3,32,2023,13,3,11,13,375.9641585
1,901,3,32,2023,13,3,21,6,850.8896116
1,901,3,32,2023,13,3,22,2,374.9460606
1,901,3,32,2023,13,3,23,12,874.6807287
1,901,3,32,2023,13,3,24,19,175.2793133
1,901,3,32,2023,13,3,26,6,50.03055556
1,901,3,32,2023,13,3,28,12,25.19148936
1,901,3,32,2023,13,3,29,1,375.0385051
1,901,3,32,2023,13,3,31,6,100.0659254
1,901,3,32,2023,13,3,32,2,124.9261325
1,901,3,32,2023,13,3,33,1,125.1219464
1,901,3,32,2023,13,3,41,6,25.13253012
1,901,3,32,2023,13,3,42,2,100.1597408
1,901,3,32,2023,13,3,43,12,75.39818976
1,901,3,32,2023,13,3,44,6,175.5979301
1,901,3,32,2023,13,3,45,3,75.17949992
1,901,3,32,2023,13,3,46,1,74.61490408
1,901,3,32,2023,13,3,210,1,249.5122397
1,901,3,32,2023,13,3,211,1,74.63816845
1,901,3,32,2023,13,3,212,1,50.09549308
1,901,3,32,2023,13,4,11,13,249.532234
1,901,3,32,2023,13,4,21,6,3202.240903
1,901,3,32,2023,13,4,22,2,1576.054501
1,901,3,32,2023,13,4,23,12,5302.614305
1,901,3,32,2023,13,4,24,19,2052.002742
1,901,3,32,2023,13,4,26,6,174.8993556
1,901,3,32,2023,13,4,27,2,150.4441391
1,901,3,32,2023,13,4,28,12,349.5356627
1,901,3,32,2023,13,4,29,1,2175.869046
1,901,3,32,2023,13,4,31,6,525.5540605
1,901,3,32,2023,13,4,32,2,425.2695834
1,901,3,32,2023,13,4,33,1,475.3701144
1,901,3,32,2023,13,4,41,6,323.9384525
1,901,3,32,2023,13,4,42,2,450.6893559
1,901,3,32,2023,13,4,43,12,575.6480329
1,901,3,32,2023,13,4,44,6,498.9898147
1,901,3,32,2023,13,4,45,3,275.5916342
1,901,3,32,2023,13,4,46,1,250.5777888
1,901,3,32,2023,13,4,210,1,801.5007994
1,901,3,32,2023,13,4,211,1,676.3544196
1,901,3,32,2023,13,4,212,1,75.15132784
1,901,3,32,2023,13,5,11,13,24.94805195
1,901,3,32,2023,13,5,21,6,1326.230224
1,901,3,32,2023,13,5,22,2,600.2293949
1,901,3,32,2023,13,5,23,12,1675.964832
1,901,3,32,2023,13,5,24,19,926.829182
1,901,3,32,2023,13,5,27,2,75.41028529
1,901,3,32,2023,13,5,28,12,74.9907719
1,901,3,32,2023,13,5,29,1,826.1440779
1,901,3,32,2023,13,5,31,6,75.20464767
1,901,3,32,2023,13,5,32,2,175.0377961
1,901,3,32,2023,13,5,33,1,125.6444521
1,901,3,32,2023,13,5,41,6,74.50868318
1,901,3,32,2023,13,5,42,2,74.90023511
1,901,3,32,2023,13,5,43,12,275.6209783
1,901,3,32,2023,13,5,44,6,349.020453
1,901,3,32,2023,13,5,45,3,99.75018117
1,901,3,32,2023,13,5,46,1,100.106006
1,901,3,32,2023,13,5,210,1,125.0710446
1,901,3,32,2023,13,5,211,1,150.0834266
1,901,3,32,2023,13,5,212,1,24.98378378
1,901,3,32,2023,13,6,11,13,75.05903759
1,901,3,32,2023,13,6,21,6,1325.563803
1,901,3,32,2023,13,6,22,2,1323.340291
1,901,3,32,2023,13,6,23,12,3503.025442
1,901,3,32,2023,13,6,24,19,775.6046893
1,901,3,32,2023,13,6,26,6,299.7309452
1,901,3,32,2023,13,6,27,2,251.2905783
1,901,3,32,2023,13,6,28,12,200.0394826
1,901,3,32,2023,13,6,29,1,1075.746183
1,901,3,32,2023,13,6,31,6,199.9486193
1,901,3,32,2023,13,6,32,2,249.2849151
1,901,3,32,2023,13,6,33,1,475.9156641
1,901,3,32,2023,13,6,41,6,349.9689251
1,901,3,32,2023,13,6,42,2,175.0971387
1,901,3,32,2023,13,6,43,12,300.0993611
1,901,3,32,2023,13,6,44,6,575.810032
1,901,3,32,2023,13,6,45,3,200.304926
1,901,3,32,2023,13,6,46,1,124.6880565
1,901,3,32,2023,13,6,210,1,425.8664582
1,901,3,32,2023,13,6,211,1,424.9318622
1,901,3,32,2023,13,6,212,1,325.4466158
1,901,3,32,2023,13,7,11,13,25.05357143
1,901,3,32,2023,13,7,21,6,349.6316699
1,901,3,32,2023,13,7,22,2,425.0739442
1,901,3,32,2023,13,7,23,12,1301.640781
1,901,3,32,2023,13,7,27,2,125.1116004
1,901,3,32,2023,13,7,28,12,49.98152516
1,901,3,32,2023,13,7,29,1,174.5703723
1,901,3,32,2023,13,7,31,6,50.03055556
1,901,3,32,2023,13,7,33,1,75.19549308
1,901,3,32,2023,13,7,41,6,75.38540065
1,901,3,32,2023,13,7,42,2,75.29587803
1,901,3,32,2023,13,7,43,12,99.96699768
1,901,3,32,2023,13,7,44,6,100.1982398
1,901,3,32,2023,13,7,45,3,124.9453786
1,901,3,32,2023,13,7,46,1,25.19565217
1,901,3,32,2023,13,7,210,1,100.0633711
1,901,3,32,2023,13,7,211,1,75.09180952
1,901,3,32,2023,13,7,212,1,49.91356919
1,901,3,32,2023,15,1,11,13,45
1,901,3,32,2023,15,1,21,6,438.2062049
1,901,3,32,2023,15,1,22,2,218.724026
1,901,3,32,2023,15,1,23,12,227.6611111
1,901,3,32,2023,15,1,24,19,127.1159091
1,901,3,32,2023,15,1,28,12,25.125
1,901,3,32,2023,15,1,29,1,215.0871212
1,901,3,32,2023,15,1,31,6,27.5
1,901,3,32,2023,15,1,33,1,51.65656566
1,901,3,32,2023,15,1,43,12,25.125
1,901,3,32,2023,15,1,44,6,26
1,901,3,32,2023,15,1,45,3,25.8
1,901,3,32,2023,15,1,211,1,24
1,901,3,32,2023,15,2,11,13,24.9
1,901,3,32,2023,15,2,21,6,426.3289683
1,901,3,32,2023,15,2,22,2,146.6333333
1,901,3,32,2023,15,2,23,12,54.83333333
1,901,3,32,2023,15,2,24,19,71.33333334
1,901,3,32,2023,15,2,27,2,29
1,901,3,32,2023,15,2,28,12,24.83333333
1,901,3,32,2023,15,2,29,1,50.11111111
1,901,3,32,2023,15,2,31,6,25.125
1,901,3,32,2023,15,2,32,2,25.16666667
1,901,3,32,2023,15,2,33,1,101.9482323
1,901,3,32,2023,15,2,42,2,48.16666667
1,901,3,32,2023,15,2,43,12,24.9
1,901,3,32,2023,15,2,44,6,24.5
1,901,3,32,2023,15,2,45,3,25.125
1,901,3,32,2023,15,2,46,1,23.16666667
1,901,3,32,2023,15,2,210,1,25.5
1,901,3,32,2023,15,3,21,6,199.3253968
1,901,3,32,2023,15,3,22,2,46.16666667
1,901,3,32,2023,15,4,21,6,538.0714286
1,901,3,32,2023,15,4,22,2,149.7642857
1,901,3,32,2023,15,4,23,12,133.9583333
1,901,3,32,2023,15,4,24,19,49
1,901,3,32,2023,15,4,27,2,50.5
1,901,3,32,2023,15,4,29,1,98.51111111
1,901,3,32,2023,15,4,31,6,25.33333333
1,901,3,32,2023,15,4,33,1,76.08333333
1,901,3,32,2023,15,4,42,2,29
1,901,3,32,2023,15,4,43,12,23
1,901,3,32,2023,15,4,44,6,101.1666667
1,901,3,32,2023,15,4,46,1,24.71428571
1,901,3,32,2023,15,4,210,1,127.7888889
1,901,3,32,2023,15,4,211,1,26.11111111
1,901,3,32,2023,15,5,21,6,74.77777778
1,901,3,32,2023,15,5,22,2,53.16666667
1,901,3,32,2023,15,5,23,12,152.8666667
1,901,3,32,2023,15,5,24,19,25.125
1,901,3,32,2023,15,5,28,12,25.16666667
1,901,3,32,2023,15,5,31,6,25.125
1,901,3,32,2023,15,5,33,1,102.3333333
1,901,3,32,2023,15,5,211,1,50.1
1,901,3,32,2023,15,6,21,6,276.5454546
1,901,3,32,2023,15,6,22,2,46.25
1,901,3,32,2023,15,6,23,12,94.81111111
1,901,3,32,2023,15,6,27,2,55.13333333
1,901,3,32,2023,15,6,32,2,26
1,901,3,32,2023,15,6,33,1,24.11111111
1,901,3,32,2023,15,6,44,6,23.66666667
1,901,3,32,2023,15,6,210,1,47
1,901,3,32,2023,15,6,211,1,26
1,901,3,32,2023,15,7,21,6,97.61111111
1,901,3,32,2023,15,7,22,2,77.04545455
1,901,3,32,2023,15,7,23,12,54.33333333
1,901,3,32,2023,15,7,29,1,24.9
1,901,3,32,2023,15,7,45,3,27.5
1,901,3,32,2023,15,7,211,1,22.6
1,901,3,33,2019,13,1,11,13,177.3916084
1,901,3,33,2019,13,1,21,6,685.0576482
1,901,3,33,2019,13,1,22,2,404.1922709
1,901,3,33,2019,13,1,23,12,1183.796095
1,901,3,33,2019,13,1,24,19,101.8513329
1,901,3,33,2019,13,1,26,6,25.22580645
1,901,3,33,2019,13,1,27,2,24.85714286
1,901,3,33,2019,13,1,28,12,50.25985663
1,901,3,33,2019,13,1,29,1,125.110119
1,901,3,33,2019,13,1,31,6,50.5625
1,901,3,33,2019,13,1,32,2,74.25827398
1,901,3,33,2019,13,1,33,1,24.87096774
1,901,3,33,2019,13,1,42,2,24.5625
1,901,3,33,2019,13,1,43,12,50.38961039
1,901,3,33,2019,13,1,44,6,49.78830645
1,901,3,33,2019,13,1,45,3,50.74125874
