id_scenario;id_region;id_sector;id_subsector;id_end_use;id_energy_carrier;year;unit;value;value_TWh
1;9;3;Agriculture;Appliances;Electricity;2010;kWh;5747481837;5.747481837
1;9;3;Agriculture;Appliances;Electricity;2011;kWh;5694981849;5.694981849
1;9;3;Agriculture;Appliances;Electricity;2012;kWh;5642481859;5.642481859
1;9;3;Agriculture;Appliances;Electricity;2013;kWh;5589981872;5.589981872
1;9;3;Agriculture;Appliances;Electricity;2014;kWh;5537481885;5.537481885
1;9;3;Agriculture;Appliances;Electricity;2015;kWh;5484981895;5.484981895
1;9;3;Agriculture;Appliances;Electricity;2016;kWh;5431340721;5.431340721
1;9;3;Agriculture;Appliances;Electricity;2017;kWh;5378851762;5.378851762
1;9;3;Agriculture;Appliances;Electricity;2018;kWh;5326082632;5.326082632
1;9;3;Agriculture;Appliances;Electricity;2019;kWh;5273596434;5.273596434
1;9;3;Agriculture;Appliances;Electricity;2020;kWh;4995682849;4.995682849
1;9;3;Agriculture;Appliances;Electricity;2021;kWh;4876329781;4.876329781
1;9;3;Agriculture;Appliances;Electricity;2022;kWh;4764570945;4.764570945
1;9;3;Agriculture;Appliances;Electricity;2023;kWh;4652849494;4.652849494
1;9;3;Agriculture;Appliances;Electricity;2024;kWh;4541936335;4.541936335
1;9;3;Agriculture;Appliances;Electricity;2025;kWh;4417495938;4.417495938
1;9;3;Agriculture;Appliances;Electricity;2026;kWh;4332333571;4.332333571
1;9;3;Agriculture;Appliances;Electricity;2027;kWh;4289824689;4.289824689
1;9;3;Agriculture;Appliances;Electricity;2028;kWh;4248526450;4.24852645
1;9;3;Agriculture;Appliances;Electricity;2029;kWh;4220849731;4.220849731
1;9;3;Agriculture;Appliances;Electricity;2030;kWh;4186215601;4.186215601
1;9;3;Agriculture;Appliances;Electricity;2031;kWh;4166028291;4.166028291
1;9;3;Agriculture;Appliances;Electricity;2032;kWh;4158268288;4.158268288
1;9;3;Agriculture;Appliances;Electricity;2033;kWh;4150168544;4.150168544
1;9;3;Agriculture;Appliances;Electricity;2034;kWh;4137477676;4.137477676
1;9;3;Agriculture;Appliances;Electricity;2035;kWh;4122377738;4.122377738
1;9;3;Agriculture;Appliances;Electricity;2036;kWh;4111109059;4.111109059
1;9;3;Agriculture;Appliances;Electricity;2037;kWh;4088435690;4.08843569
1;9;3;Agriculture;Appliances;Electricity;2038;kWh;4051361652;4.051361652
1;9;3;Agriculture;Appliances;Electricity;2039;kWh;4027873503;4.027873503
1;9;3;Agriculture;Appliances;Electricity;2040;kWh;3998679905;3.998679905
1;9;3;Agriculture;Appliances;Electricity;2041;kWh;3974675381;3.974675381
1;9;3;Agriculture;Appliances;Electricity;2042;kWh;3933897246;3.933897246
1;9;3;Agriculture;Appliances;Electricity;2043;kWh;3922373120;3.92237312
1;9;3;Agriculture;Appliances;Electricity;2044;kWh;3900969295;3.900969295
1;9;3;Agriculture;Appliances;Electricity;2045;kWh;3892862740;3.89286274
1;9;3;Agriculture;Appliances;Electricity;2046;kWh;3880166208;3.880166208
1;9;3;Agriculture;Appliances;Electricity;2047;kWh;3863380577;3.863380577
1;9;3;Agriculture;Appliances;Electricity;2048;kWh;3857134309;3.857134309
1;9;3;Agriculture;Appliances;Electricity;2049;kWh;3843765541;3.843765541
1;9;3;Agriculture;Appliances;Electricity;2050;kWh;3839941963;3.839941963
1;9;3;Agriculture;Appliances;Electricity;2051;kWh;3836118386;3.836118386
1;9;3;Agriculture;Appliances;Light fuel oil;2010;kWh;29138575534;29.13857553
1;9;3;Agriculture;Appliances;Light fuel oil;2011;kWh;28946168486;28.94616849
1;9;3;Agriculture;Appliances;Light fuel oil;2012;kWh;28753761438;28.75376144
1;9;3;Agriculture;Appliances;Light fuel oil;2013;kWh;28561354389;28.56135439
1;9;3;Agriculture;Appliances;Light fuel oil;2014;kWh;28368947341;28.36894734
1;9;3;Agriculture;Appliances;Light fuel oil;2015;kWh;28176540293;28.17654029
1;9;3;Agriculture;Appliances;Light fuel oil;2016;kWh;27978254696;27.9782547
1;9;3;Agriculture;Appliances;Light fuel oil;2017;kWh;27785888064;27.78588806
1;9;3;Agriculture;Appliances;Light fuel oil;2018;kWh;27592070007;27.59207001
1;9;3;Agriculture;Appliances;Light fuel oil;2019;kWh;27399713488;27.39971349
1;9;3;Agriculture;Appliances;Light fuel oil;2020;kWh;26870759534;26.87075953
1;9;3;Agriculture;Appliances;Light fuel oil;2021;kWh;26573666193;26.57366619
1;9;3;Agriculture;Appliances;Light fuel oil;2022;kWh;26324152407;26.32415241
1;9;3;Agriculture;Appliances;Light fuel oil;2023;kWh;26064795855;26.06479586
1;9;3;Agriculture;Appliances;Light fuel oil;2024;kWh;25852909186;25.85290919
1;9;3;Agriculture;Appliances;Light fuel oil;2025;kWh;25650701483;25.65070148
1;9;3;Agriculture;Appliances;Light fuel oil;2026;kWh;25441827499;25.4418275
1;9;3;Agriculture;Appliances;Light fuel oil;2027;kWh;25206826612;25.20682661
1;9;3;Agriculture;Appliances;Light fuel oil;2028;kWh;24997519987;24.99751999
1;9;3;Agriculture;Appliances;Light fuel oil;2029;kWh;24798891235;24.79889124
1;9;3;Agriculture;Appliances;Light fuel oil;2030;kWh;24640759247;24.64075925
1;9;3;Agriculture;Appliances;Light fuel oil;2031;kWh;24327826303;24.3278263
1;9;3;Agriculture;Appliances;Light fuel oil;2032;kWh;24175545221;24.17554522
1;9;3;Agriculture;Appliances;Light fuel oil;2033;kWh;24030053841;24.03005384
1;9;3;Agriculture;Appliances;Light fuel oil;2034;kWh;23879976746;23.87997675
1;9;3;Agriculture;Appliances;Light fuel oil;2035;kWh;23731610182;23.73161018
1;9;3;Agriculture;Appliances;Light fuel oil;2036;kWh;23595617907;23.59561791
1;9;3;Agriculture;Appliances;Light fuel oil;2037;kWh;23443029819;23.44302982
1;9;3;Agriculture;Appliances;Light fuel oil;2038;kWh;23283723410;23.28372341
1;9;3;Agriculture;Appliances;Light fuel oil;2039;kWh;23124457006;23.12445701
1;9;3;Agriculture;Appliances;Light fuel oil;2040;kWh;22978384693;22.97838469
1;9;3;Agriculture;Appliances;Light fuel oil;2041;kWh;22825289055;22.82528906
1;9;3;Agriculture;Appliances;Light fuel oil;2042;kWh;22526007063;22.52600706
1;9;3;Agriculture;Appliances;Light fuel oil;2043;kWh;22385584338;22.38558434
1;9;3;Agriculture;Appliances;Light fuel oil;2044;kWh;22201248628;22.20124863
1;9;3;Agriculture;Appliances;Light fuel oil;2045;kWh;22063239444;22.06323944
1;9;3;Agriculture;Appliances;Light fuel oil;2046;kWh;21913943156;21.91394316
1;9;3;Agriculture;Appliances;Light fuel oil;2047;kWh;21779869837;21.77986984
1;9;3;Agriculture;Appliances;Light fuel oil;2048;kWh;21643909211;21.64390921
1;9;3;Agriculture;Appliances;Light fuel oil;2049;kWh;21506133338;21.50613334
1;9;3;Agriculture;Appliances;Light fuel oil;2050;kWh;21352282068;21.35228207
1;9;3;Agriculture;Appliances;Light fuel oil;2051;kWh;21198430798;21.1984308
1;9;3;Agriculture;Appliances;Natural Gas;2010;kWh;377529327.4;0.377529327
1;9;3;Agriculture;Appliances;Natural Gas;2011;kWh;375520849.3;0.375520849
1;9;3;Agriculture;Appliances;Natural Gas;2012;kWh;373512371.3;0.373512371
1;9;3;Agriculture;Appliances;Natural Gas;2013;kWh;371503893.2;0.371503893
1;9;3;Agriculture;Appliances;Natural Gas;2014;kWh;369495415.2;0.369495415
1;9;3;Agriculture;Appliances;Natural Gas;2015;kWh;367486937.1;0.367486937
1;9;3;Agriculture;Appliances;Natural Gas;2016;kWh;365401684;0.365401684
1;9;3;Agriculture;Appliances;Natural Gas;2017;kWh;363393627.8;0.363393628
1;9;3;Agriculture;Appliances;Natural Gas;2018;kWh;361366562.7;0.361366563
1;9;3;Agriculture;Appliances;Natural Gas;2019;kWh;359358612.1;0.359358612
1;9;3;Agriculture;Appliances;Natural Gas;2020;kWh;353421165.9;0.353421166
1;9;3;Agriculture;Appliances;Natural Gas;2021;kWh;349835221.5;0.349835222
1;9;3;Agriculture;Appliances;Natural Gas;2022;kWh;346887556.3;0.346887556
1;9;3;Agriculture;Appliances;Natural Gas;2023;kWh;344446342.4;0.344446342
1;9;3;Agriculture;Appliances;Natural Gas;2024;kWh;341972344;0.341972344
1;9;3;Agriculture;Appliances;Natural Gas;2025;kWh;339588650.5;0.339588651
1;9;3;Agriculture;Appliances;Natural Gas;2026;kWh;337476702.9;0.337476703
1;9;3;Agriculture;Appliances;Natural Gas;2027;kWh;335143292.7;0.335143293
1;9;3;Agriculture;Appliances;Natural Gas;2028;kWh;333679141;0.333679141
1;9;3;Agriculture;Appliances;Natural Gas;2029;kWh;331923248.5;0.331923249
1;9;3;Agriculture;Appliances;Natural Gas;2030;kWh;330174845.4;0.330174845
1;9;3;Agriculture;Appliances;Natural Gas;2031;kWh;327062014;0.327062014
1;9;3;Agriculture;Appliances;Natural Gas;2032;kWh;325336896.3;0.325336896
1;9;3;Agriculture;Appliances;Natural Gas;2033;kWh;323757824.4;0.323757824
1;9;3;Agriculture;Appliances;Natural Gas;2034;kWh;322203809.1;0.322203809
1;9;3;Agriculture;Appliances;Natural Gas;2035;kWh;320576049.1;0.320576049
1;9;3;Agriculture;Appliances;Natural Gas;2036;kWh;318938219.3;0.318938219
1;9;3;Agriculture;Appliances;Natural Gas;2037;kWh;317409571.5;0.317409572
1;9;3;Agriculture;Appliances;Natural Gas;2038;kWh;315858827;0.315858827
1;9;3;Agriculture;Appliances;Natural Gas;2039;kWh;314726078.4;0.314726078
1;9;3;Agriculture;Appliances;Natural Gas;2040;kWh;313202765.7;0.313202766
1;9;3;Agriculture;Appliances;Natural Gas;2041;kWh;311586385.3;0.311586385
1;9;3;Agriculture;Appliances;Natural Gas;2042;kWh;308485015.7;0.308485016
1;9;3;Agriculture;Appliances;Natural Gas;2043;kWh;306759762.9;0.306759763
1;9;3;Agriculture;Appliances;Natural Gas;2044;kWh;304762246.6;0.304762247
1;9;3;Agriculture;Appliances;Natural Gas;2045;kWh;303235134;0.303235134
1;9;3;Agriculture;Appliances;Natural Gas;2046;kWh;301615829;0.301615829
1;9;3;Agriculture;Appliances;Natural Gas;2047;kWh;299979987.6;0.299979988
1;9;3;Agriculture;Appliances;Natural Gas;2048;kWh;298642537.2;0.298642537
1;9;3;Agriculture;Appliances;Natural Gas;2049;kWh;297088410;0.29708841
1;9;3;Agriculture;Appliances;Natural Gas;2050;kWh;295942644.7;0.295942645
1;9;3;Agriculture;Appliances;Natural Gas;2051;kWh;294796879.4;0.294796879
1;9;3;Agriculture;Appliances;Heavy fuel oil;2010;kWh;103043691.6;0.103043692
1;9;3;Agriculture;Appliances;Heavy fuel oil;2011;kWh;102491968.6;0.102491969
1;9;3;Agriculture;Appliances;Heavy fuel oil;2012;kWh;101940245.4;0.101940245
1;9;3;Agriculture;Appliances;Heavy fuel oil;2013;kWh;101388522.4;0.101388522
1;9;3;Agriculture;Appliances;Heavy fuel oil;2014;kWh;100836799.4;0.100836799
1;9;3;Agriculture;Appliances;Heavy fuel oil;2015;kWh;100285076.3;0.100285076
1;9;3;Agriculture;Appliances;Heavy fuel oil;2016;kWh;99712402.61;0.099712403
1;9;3;Agriculture;Appliances;Heavy fuel oil;2017;kWh;99160795.42;0.099160795
1;9;3;Agriculture;Appliances;Heavy fuel oil;2018;kWh;98604001.45;0.098604001
1;9;3;Agriculture;Appliances;Heavy fuel oil;2019;kWh;98052423.25;0.098052423
1;9;3;Agriculture;Appliances;Heavy fuel oil;2020;kWh;96091411;0.096091411
1;9;3;Agriculture;Appliances;Heavy fuel oil;2021;kWh;95290829.58;0.09529083
1;9;3;Agriculture;Appliances;Heavy fuel oil;2022;kWh;94566774.7;0.094566775
1;9;3;Agriculture;Appliances;Heavy fuel oil;2023;kWh;93939168.3;0.093939168
1;9;3;Agriculture;Appliances;Heavy fuel oil;2024;kWh;93257725.69;0.093257726
1;9;3;Agriculture;Appliances;Heavy fuel oil;2025;kWh;92704460.14;0.09270446
1;9;3;Agriculture;Appliances;Heavy fuel oil;2026;kWh;92119669.7;0.09211967
1;9;3;Agriculture;Appliances;Heavy fuel oil;2027;kWh;91509140.44;0.09150914
1;9;3;Agriculture;Appliances;Heavy fuel oil;2028;kWh;90891566.24;0.090891566
1;9;3;Agriculture;Appliances;Heavy fuel oil;2029;kWh;90465148.57;0.090465149
1;9;3;Agriculture;Appliances;Heavy fuel oil;2030;kWh;90078070.32;0.09007807
1;9;3;Agriculture;Appliances;Heavy fuel oil;2031;kWh;89051816.72;0.089051817
1;9;3;Agriculture;Appliances;Heavy fuel oil;2032;kWh;88680618.61;0.088680619
1;9;3;Agriculture;Appliances;Heavy fuel oil;2033;kWh;88299220.72;0.088299221
1;9;3;Agriculture;Appliances;Heavy fuel oil;2034;kWh;87899341.79;0.087899342
1;9;3;Agriculture;Appliances;Heavy fuel oil;2035;kWh;87451696.16;0.087451696
1;9;3;Agriculture;Appliances;Heavy fuel oil;2036;kWh;87069559.63;0.08706956
1;9;3;Agriculture;Appliances;Heavy fuel oil;2037;kWh;86643750.36;0.08664375
1;9;3;Agriculture;Appliances;Heavy fuel oil;2038;kWh;86239777.46;0.086239777
1;9;3;Agriculture;Appliances;Heavy fuel oil;2039;kWh;85755226.7;0.085755227
1;9;3;Agriculture;Appliances;Heavy fuel oil;2040;kWh;85383979.07;0.085383979
1;9;3;Agriculture;Appliances;Heavy fuel oil;2041;kWh;85023650.48;0.08502365
1;9;3;Agriculture;Appliances;Heavy fuel oil;2042;kWh;83997259.94;0.08399726
1;9;3;Agriculture;Appliances;Heavy fuel oil;2043;kWh;83626012.3;0.083626012
1;9;3;Agriculture;Appliances;Heavy fuel oil;2044;kWh;83128878.81;0.083128879
1;9;3;Agriculture;Appliances;Heavy fuel oil;2045;kWh;82736284.46;0.082736284
1;9;3;Agriculture;Appliances;Heavy fuel oil;2046;kWh;82289163.12;0.082289163
1;9;3;Agriculture;Appliances;Heavy fuel oil;2047;kWh;81907474.18;0.081907474
1;9;3;Agriculture;Appliances;Heavy fuel oil;2048;kWh;81533855.44;0.081533855
1;9;3;Agriculture;Appliances;Heavy fuel oil;2049;kWh;81125878.36;0.081125878
1;9;3;Agriculture;Appliances;Heavy fuel oil;2050;kWh;80634849.65;0.08063485
1;9;3;Agriculture;Appliances;Heavy fuel oil;2051;kWh;80143820.95;0.080143821
1;9;3;Agriculture;Appliances;Biomass solid;2010;kWh;2073790530;2.07379053
1;9;3;Agriculture;Appliances;Biomass solid;2011;kWh;2062954809;2.062954809
1;9;3;Agriculture;Appliances;Biomass solid;2012;kWh;2052119087;2.052119087
1;9;3;Agriculture;Appliances;Biomass solid;2013;kWh;2041283366;2.041283366
1;9;3;Agriculture;Appliances;Biomass solid;2014;kWh;2030447645;2.030447645
1;9;3;Agriculture;Appliances;Biomass solid;2015;kWh;2019611923;2.019611923
1;9;3;Agriculture;Appliances;Biomass solid;2016;kWh;2008354224;2.008354224
1;9;3;Agriculture;Appliances;Biomass solid;2017;kWh;1997520778;1.997520778
1;9;3;Agriculture;Appliances;Biomass solid;2018;kWh;1986582832;1.986582832
1;9;3;Agriculture;Appliances;Biomass solid;2019;kWh;1975749957;1.975749957
1;9;3;Agriculture;Appliances;Biomass solid;2020;kWh;1944552724;1.944552724
1;9;3;Agriculture;Appliances;Biomass solid;2021;kWh;1928078120;1.92807812
1;9;3;Agriculture;Appliances;Biomass solid;2022;kWh;1912394907;1.912394907
1;9;3;Agriculture;Appliances;Biomass solid;2023;kWh;1899429518;1.899429518
1;9;3;Agriculture;Appliances;Biomass solid;2024;kWh;1884321891;1.884321891
1;9;3;Agriculture;Appliances;Biomass solid;2025;kWh;1869953224;1.869953224
1;9;3;Agriculture;Appliances;Biomass solid;2026;kWh;1861899306;1.861899306
1;9;3;Agriculture;Appliances;Biomass solid;2027;kWh;1850788743;1.850788743
1;9;3;Agriculture;Appliances;Biomass solid;2028;kWh;1841624105;1.841624105
1;9;3;Agriculture;Appliances;Biomass solid;2029;kWh;1828151307;1.828151307
1;9;3;Agriculture;Appliances;Biomass solid;2030;kWh;1817489382;1.817489382
1;9;3;Agriculture;Appliances;Biomass solid;2031;kWh;1801250447;1.801250447
1;9;3;Agriculture;Appliances;Biomass solid;2032;kWh;1793582062;1.793582062
1;9;3;Agriculture;Appliances;Biomass solid;2033;kWh;1785246759;1.785246759
1;9;3;Agriculture;Appliances;Biomass solid;2034;kWh;1776988877;1.776988877
1;9;3;Agriculture;Appliances;Biomass solid;2035;kWh;1767064544;1.767064544
1;9;3;Agriculture;Appliances;Biomass solid;2036;kWh;1757140210;1.75714021
1;9;3;Agriculture;Appliances;Biomass solid;2037;kWh;1751275831;1.751275831
1;9;3;Agriculture;Appliances;Biomass solid;2038;kWh;1744058133;1.744058133
1;9;3;Agriculture;Appliances;Biomass solid;2039;kWh;1736977515;1.736977515
1;9;3;Agriculture;Appliances;Biomass solid;2040;kWh;1725247831;1.725247831
1;9;3;Agriculture;Appliances;Biomass solid;2041;kWh;1715322714;1.715322714
1;9;3;Agriculture;Appliances;Biomass solid;2042;kWh;1699081614;1.699081614
1;9;3;Agriculture;Appliances;Biomass solid;2043;kWh;1691412204;1.691412204
1;9;3;Agriculture;Appliances;Biomass solid;2044;kWh;1680736829;1.680736829
1;9;3;Agriculture;Appliances;Biomass solid;2045;kWh;1672626430;1.67262643
1;9;3;Agriculture;Appliances;Biomass solid;2046;kWh;1662713719;1.662713719
1;9;3;Agriculture;Appliances;Biomass solid;2047;kWh;1652801010;1.65280101
1;9;3;Agriculture;Appliances;Biomass solid;2048;kWh;1647988311;1.647988311
1;9;3;Agriculture;Appliances;Biomass solid;2049;kWh;1640689121;1.640689121
1;9;3;Agriculture;Appliances;Biomass solid;2050;kWh;1633475680;1.63347568
1;9;3;Agriculture;Appliances;Biomass solid;2051;kWh;1626262238;1.626262238
1;9;3;Agriculture;Appliances;Biofuels liquid;2020;kWh;52403651.87;0.052403652
1;9;3;Agriculture;Appliances;Biofuels liquid;2021;kWh;91296933.2;0.091296933
1;9;3;Agriculture;Appliances;Biofuels liquid;2022;kWh;112837837;0.112837837
1;9;3;Agriculture;Appliances;Biofuels liquid;2023;kWh;157920392.6;0.157920393
1;9;3;Agriculture;Appliances;Biofuels liquid;2024;kWh;185335078.2;0.185335078
1;9;3;Agriculture;Appliances;Biofuels liquid;2025;kWh;212327460.9;0.212327461
1;9;3;Agriculture;Appliances;Biofuels liquid;2026;kWh;243178663.5;0.243178664
1;9;3;Agriculture;Appliances;Biofuels liquid;2027;kWh;279189779.8;0.27918978
1;9;3;Agriculture;Appliances;Biofuels liquid;2028;kWh;322918163.9;0.322918164
1;9;3;Agriculture;Appliances;Biofuels liquid;2029;kWh;364382395.5;0.364382396
1;9;3;Agriculture;Appliances;Biofuels liquid;2030;kWh;395620784.9;0.395620785
1;9;3;Agriculture;Appliances;Biofuels liquid;2031;kWh;450964684.5;0.450964685
1;9;3;Agriculture;Appliances;Biofuels liquid;2032;kWh;467164469.5;0.46716447
1;9;3;Agriculture;Appliances;Biofuels liquid;2033;kWh;480703533.1;0.480703533
1;9;3;Agriculture;Appliances;Biofuels liquid;2034;kWh;499936861.2;0.499936861
1;9;3;Agriculture;Appliances;Biofuels liquid;2035;kWh;521222432.3;0.521222432
1;9;3;Agriculture;Appliances;Biofuels liquid;2036;kWh;535885877.1;0.535885877
1;9;3;Agriculture;Appliances;Biofuels liquid;2037;kWh;549489825.7;0.549489826
1;9;3;Agriculture;Appliances;Biofuels liquid;2038;kWh;570323199.3;0.570323199
1;9;3;Agriculture;Appliances;Biofuels liquid;2039;kWh;588082269.6;0.58808227
1;9;3;Agriculture;Appliances;Biofuels liquid;2040;kWh;598840250.4;0.59884025
1;9;3;Agriculture;Appliances;Biofuels liquid;2041;kWh;622502252.6;0.622502253
1;9;3;Agriculture;Appliances;Biofuels liquid;2042;kWh;655636661.2;0.655636661
1;9;3;Agriculture;Appliances;Biofuels liquid;2043;kWh;661493850.5;0.661493851
1;9;3;Agriculture;Appliances;Biofuels liquid;2044;kWh;688061634.7;0.688061635
1;9;3;Agriculture;Appliances;Biofuels liquid;2045;kWh;700101048.6;0.700101049
1;9;3;Agriculture;Appliances;Biofuels liquid;2046;kWh;720637606;0.720637606
1;9;3;Agriculture;Appliances;Biofuels liquid;2047;kWh;738095677.3;0.738095677
1;9;3;Agriculture;Appliances;Biofuels liquid;2048;kWh;755536672.8;0.755536673
1;9;3;Agriculture;Appliances;Biofuels liquid;2049;kWh;758524386.3;0.758524386
1;9;3;Agriculture;Appliances;Biofuels liquid;2050;kWh;775440033.6;0.775440034
1;9;3;Agriculture;Appliances;Biofuels liquid;2051;kWh;792355680.9;0.792355681
1;9;3;Agriculture;Space cooling;Electricity;2010;kWh;1165420.279;0.00116542
1;9;3;Agriculture;Space cooling;Electricity;2011;kWh;58133.73669;5.81337E-05
1;9;3;Agriculture;Space cooling;Electricity;2012;kWh;245096.8413;0.000245097
1;9;3;Agriculture;Space cooling;Electricity;2013;kWh;693333.5735;0.000693334
1;9;3;Agriculture;Space cooling;Electricity;2014;kWh;113776.3797;0.000113776
1;9;3;Agriculture;Space cooling;Electricity;2015;kWh;5158933.33;0.005158933
1;9;3;Agriculture;Space cooling;Electricity;2016;kWh;174493.273;0.000174493
1;9;3;Agriculture;Space cooling;Electricity;2017;kWh;41775.34701;4.17753E-05
1;9;3;Agriculture;Space cooling;Electricity;2018;kWh;9861746.561;0.009861747
1;9;3;Agriculture;Space cooling;Electricity;2019;kWh;4153091.463;0.004153091
1;9;3;Agriculture;Space cooling;Electricity;2020;kWh;2990723.799;0.002990724
1;9;3;Agriculture;Space cooling;Electricity;2021;kWh;2641907.785;0.002641908
1;9;3;Agriculture;Space cooling;Electricity;2022;kWh;2587669.518;0.00258767
1;9;3;Agriculture;Space cooling;Electricity;2023;kWh;2408553.708;0.002408554
1;9;3;Agriculture;Space cooling;Electricity;2024;kWh;2313867.453;0.002313867
1;9;3;Agriculture;Space cooling;Electricity;2025;kWh;2202414.454;0.002202414
1;9;3;Agriculture;Space cooling;Electricity;2026;kWh;2130815.396;0.002130815
1;9;3;Agriculture;Space cooling;Electricity;2027;kWh;2139930.342;0.00213993
1;9;3;Agriculture;Space cooling;Electricity;2028;kWh;2123085.689;0.002123086
1;9;3;Agriculture;Space cooling;Electricity;2029;kWh;2116504.45;0.002116504
1;9;3;Agriculture;Space cooling;Electricity;2030;kWh;2109551.665;0.002109552
1;9;3;Agriculture;Space cooling;Electricity;2031;kWh;2019981.419;0.002019981
1;9;3;Agriculture;Space cooling;Electricity;2032;kWh;2009507.898;0.002009508
1;9;3;Agriculture;Space cooling;Electricity;2033;kWh;1964068.665;0.001964069
1;9;3;Agriculture;Space cooling;Electricity;2034;kWh;1917301.184;0.001917301
1;9;3;Agriculture;Space cooling;Electricity;2035;kWh;1901583.76;0.001901584
1;9;3;Agriculture;Space cooling;Electricity;2036;kWh;1879556.905;0.001879557
1;9;3;Agriculture;Space cooling;Electricity;2037;kWh;1872431.399;0.001872431
1;9;3;Agriculture;Space cooling;Electricity;2038;kWh;1865537.864;0.001865538
1;9;3;Agriculture;Space cooling;Electricity;2039;kWh;1866425.177;0.001866425
1;9;3;Agriculture;Space cooling;Electricity;2040;kWh;1882711.025;0.001882711
1;9;3;Agriculture;Space cooling;Electricity;2041;kWh;1840991.254;0.001840991
1;9;3;Agriculture;Space cooling;Electricity;2042;kWh;1835362.172;0.001835362
1;9;3;Agriculture;Space cooling;Electricity;2043;kWh;1821088.891;0.001821089
1;9;3;Agriculture;Space cooling;Electricity;2044;kWh;1788129.098;0.001788129
1;9;3;Agriculture;Space cooling;Electricity;2045;kWh;1645885.164;0.001645885
1;9;3;Agriculture;Space cooling;Electricity;2046;kWh;1628077.172;0.001628077
1;9;3;Agriculture;Space cooling;Electricity;2047;kWh;1641456.933;0.001641457
1;9;3;Agriculture;Space cooling;Electricity;2048;kWh;1632026.992;0.001632027
1;9;3;Agriculture;Space cooling;Electricity;2049;kWh;1623673.082;0.001623673
1;9;3;Agriculture;Space cooling;Electricity;2050;kWh;1614717.884;0.001614718
1;9;3;Agriculture;Space cooling;Electricity;2051;kWh;1609612.466;0.001609612
1;9;3;Agriculture;Space heating;Electricity;2010;kWh;1703553060;1.70355306
1;9;3;Agriculture;Space heating;Electricity;2011;kWh;1468790764;1.468790764
1;9;3;Agriculture;Space heating;Electricity;2012;kWh;1215498647;1.215498647
1;9;3;Agriculture;Space heating;Electricity;2013;kWh;1266744705;1.266744705
1;9;3;Agriculture;Space heating;Electricity;2014;kWh;1320230797;1.320230797
1;9;3;Agriculture;Space heating;Electricity;2015;kWh;1367296913;1.367296913
1;9;3;Agriculture;Space heating;Electricity;2016;kWh;1404507609;1.404507609
1;9;3;Agriculture;Space heating;Electricity;2017;kWh;1521007962;1.521007962
1;9;3;Agriculture;Space heating;Electricity;2018;kWh;1382620698;1.382620698
1;9;3;Agriculture;Space heating;Electricity;2019;kWh;1622711339;1.622711339
1;9;3;Agriculture;Space heating;Electricity;2020;kWh;906361636.7;0.906361637
1;9;3;Agriculture;Space heating;Electricity;2021;kWh;888704703.9;0.888704704
1;9;3;Agriculture;Space heating;Electricity;2022;kWh;943978430.5;0.943978431
1;9;3;Agriculture;Space heating;Electricity;2023;kWh;937547480.3;0.93754748
1;9;3;Agriculture;Space heating;Electricity;2024;kWh;944807699.4;0.944807699
1;9;3;Agriculture;Space heating;Electricity;2025;kWh;1040082974;1.040082974
1;9;3;Agriculture;Space heating;Electricity;2026;kWh;1033863694;1.033863694
1;9;3;Agriculture;Space heating;Electricity;2027;kWh;1054092875;1.054092875
1;9;3;Agriculture;Space heating;Electricity;2028;kWh;991614056.8;0.991614057
1;9;3;Agriculture;Space heating;Electricity;2029;kWh;990635724.2;0.990635724
1;9;3;Agriculture;Space heating;Electricity;2030;kWh;988096807.4;0.988096807
1;9;3;Agriculture;Space heating;Electricity;2031;kWh;978673810;0.97867381
1;9;3;Agriculture;Space heating;Electricity;2032;kWh;980843762.3;0.980843762
1;9;3;Agriculture;Space heating;Electricity;2033;kWh;971589812.7;0.971589813
1;9;3;Agriculture;Space heating;Electricity;2034;kWh;963638544.5;0.963638545
1;9;3;Agriculture;Space heating;Electricity;2035;kWh;957805895.6;0.957805896
1;9;3;Agriculture;Space heating;Electricity;2036;kWh;958748528.5;0.958748529
1;9;3;Agriculture;Space heating;Electricity;2037;kWh;964713540.6;0.964713541
1;9;3;Agriculture;Space heating;Electricity;2038;kWh;979500745.6;0.979500746
1;9;3;Agriculture;Space heating;Electricity;2039;kWh;952288786.4;0.952288786
1;9;3;Agriculture;Space heating;Electricity;2040;kWh;924761336.4;0.924761336
1;9;3;Agriculture;Space heating;Electricity;2041;kWh;926414623.5;0.926414624
1;9;3;Agriculture;Space heating;Electricity;2042;kWh;921587301.1;0.921587301
1;9;3;Agriculture;Space heating;Electricity;2043;kWh;925066569.2;0.925066569
1;9;3;Agriculture;Space heating;Electricity;2044;kWh;915956464.3;0.915956464
1;9;3;Agriculture;Space heating;Electricity;2045;kWh;897265450.3;0.89726545
1;9;3;Agriculture;Space heating;Electricity;2046;kWh;887872046.1;0.887872046
1;9;3;Agriculture;Space heating;Electricity;2047;kWh;891327095.5;0.891327096
1;9;3;Agriculture;Space heating;Electricity;2048;kWh;896102730.1;0.89610273
1;9;3;Agriculture;Space heating;Electricity;2049;kWh;893075422.1;0.893075422
1;9;3;Agriculture;Space heating;Electricity;2050;kWh;890174984.7;0.890174985
1;9;3;Agriculture;Space heating;Electricity;2051;kWh;861038423.8;0.861038424
1;9;3;Agriculture;Space heating;Light fuel oil;2010;kWh;570232026.4;0.570232026
